,Future Buy Increase,Future Sell Decrease,Bid Ask Spread Threshold,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.02,0.99,0.9,19816.48809071882,52492,337,176,0.590478947552709,0.39581198975174875,0.6882293399431619,0.011368619637105597
