,Future Buy Increase,Future Sell Decrease,Profit/loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.02,0.9,-9891.168050000002,10685,3582,21,-0.013870691393904936,-0.046445351439539956,0.9891168050000001,-0.14435144553947327
