,Future Buy Increase,Future Sell Decrease,Bid Ask Spread Threshold,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.02,0.99,0.9,-9874.922197976952,52492,5873,373,-0.06521262786935317,-0.18923324700331517,0.9880441485840357,-0.030355284160492536
