Predicted Train Time,Predicted Mid-Price,Buy/Sell
14:20:16,307.4444383132298,Hold
14:20:17,307.7779967188176,Hold
14:20:18,307.71731112393115,Hold
14:20:19,307.69626395528576,Hold
14:20:20,306.39351213901614,Hold
14:20:21,306.95054810867396,Hold
14:20:22,306.64866183227207,Hold
14:20:23,307.43571647549214,Hold
14:20:24,307.06740714748736,Hold
14:20:25,306.83044325760324,Hold
14:20:26,307.63436189626015,Hold
14:20:27,307.6173885029531,Hold
14:20:28,307.4444383132298,Hold
14:20:29,307.7779967188176,Hold
14:20:30,307.71731112393115,Hold
14:20:31,307.69626395528576,Hold
14:20:32,306.39351213901614,Hold
14:20:33,306.95054810867396,Hold
14:20:34,306.64866183227207,Hold
14:20:35,307.43571647549214,Hold
14:20:36,307.06740714748736,Hold
14:20:37,306.83044325760324,Hold
14:20:38,307.63436189626015,Hold
14:20:39,307.6173885029531,Hold
14:20:40,307.4444383132298,Hold
14:20:41,307.7779967188176,Hold
14:20:42,307.71731112393115,Hold
14:20:43,307.69626395528576,Hold
14:20:44,306.39351213901614,Hold
14:20:45,306.95054810867396,Hold
14:20:46,306.64866183227207,Hold
14:20:47,307.43571647549214,Hold
14:20:48,307.06740714748736,Hold
14:20:49,306.83044325760324,Hold
14:20:50,307.63436189626015,Hold
14:20:51,307.6173885029531,Hold
14:20:52,307.4444383132298,Hold
14:20:53,307.7779967188176,Hold
14:20:54,307.71731112393115,Hold
14:20:55,307.69626395528576,Hold
14:20:56,306.39351213901614,Hold
14:20:57,306.95054810867396,Hold
14:20:58,306.64866183227207,Hold
14:20:59,307.43571647549214,Hold
14:21:00,307.06740714748736,Hold
14:21:01,306.83044325760324,Hold
14:21:02,307.63436189626015,Hold
14:21:03,307.6173885029531,Hold
14:21:04,307.4444383132298,Hold
14:21:05,307.7779967188176,Hold
14:21:06,307.71731112393115,Hold
14:21:07,307.69626395528576,Hold
14:21:08,306.39351213901614,Hold
14:21:09,306.95054810867396,Hold
14:21:10,306.64866183227207,Hold
14:21:11,307.43571647549214,Hold
14:21:12,307.06740714748736,Hold
14:21:13,306.83044325760324,Hold
14:21:14,307.63436189626015,Hold
14:21:15,307.6173885029531,Hold
14:21:16,307.4444383132298,Hold
14:21:17,307.7779967188176,Hold
14:21:18,307.71731112393115,Hold
14:21:19,307.69626395528576,Hold
14:21:20,306.39351213901614,Hold
14:21:21,306.95054810867396,Hold
14:21:22,306.64866183227207,Hold
14:21:23,307.43571647549214,Hold
14:21:24,307.06740714748736,Hold
14:21:25,306.83044325760324,Hold
14:21:26,307.63436189626015,Hold
14:21:27,307.6173885029531,Hold
14:21:28,307.4444383132298,Hold
14:21:29,307.7779967188176,Hold
14:21:30,307.71731112393115,Hold
14:21:31,307.69626395528576,Hold
14:21:32,306.39351213901614,Hold
14:21:33,306.95054810867396,Hold
14:21:34,306.64866183227207,Hold
14:21:35,307.43571647549214,Hold
14:21:36,307.06740714748736,Hold
14:21:37,306.83044325760324,Hold
14:21:38,307.63436189626015,Hold
14:21:39,307.6173885029531,Hold
14:21:40,307.4444383132298,Hold
14:21:41,307.7779967188176,Hold
14:21:42,307.71731112393115,Hold
14:21:43,307.69626395528576,Hold
14:21:44,306.39351213901614,Hold
14:21:45,306.95054810867396,Hold
14:21:46,306.64866183227207,Hold
14:21:47,307.43571647549214,Hold
14:21:48,307.06740714748736,Hold
14:21:49,306.83044325760324,Hold
14:21:50,307.63436189626015,Hold
14:21:51,307.6173885029531,Hold
14:21:52,307.4444383132298,Hold
14:21:53,307.7779967188176,Hold
14:21:54,307.71731112393115,Hold
14:21:55,307.69626395528576,Hold
14:21:56,306.39351213901614,Hold
14:21:57,306.95054810867396,Hold
14:21:58,306.64866183227207,Hold
14:21:59,307.43571647549214,Hold
14:22:00,307.06740714748736,Hold
14:22:01,306.83044325760324,Hold
14:22:02,307.63436189626015,Hold
14:22:03,307.6173885029531,Hold
14:22:04,307.4444383132298,Hold
14:22:05,307.7779967188176,Hold
14:22:06,307.71731112393115,Hold
14:22:07,307.69626395528576,Hold
14:22:08,306.39351213901614,Hold
14:22:09,306.95054810867396,Hold
14:22:10,306.64866183227207,Hold
14:22:11,307.43571647549214,Hold
14:22:12,307.06740714748736,Hold
14:22:13,306.83044325760324,Hold
14:22:14,307.63436189626015,Hold
14:22:15,307.6173885029531,Hold
14:22:16,307.4444383132298,Hold
14:22:17,307.7779967188176,Hold
14:22:18,307.71731112393115,Hold
14:22:19,307.69626395528576,Hold
14:22:20,306.39351213901614,Hold
14:22:21,306.95054810867396,Hold
14:22:22,306.64866183227207,Hold
14:22:23,307.43571647549214,Hold
14:22:24,307.06740714748736,Hold
14:22:25,306.83044325760324,Hold
14:22:26,307.63436189626015,Hold
14:22:27,307.6173885029531,Hold
14:22:28,307.4444383132298,Hold
14:22:29,307.7779967188176,Hold
14:22:30,307.71731112393115,Hold
14:22:31,307.69626395528576,Hold
14:22:32,306.39351213901614,Hold
14:22:33,306.95054810867396,Hold
14:22:34,306.64866183227207,Hold
14:22:35,307.43571647549214,Hold
14:22:36,307.06740714748736,Hold
14:22:37,306.83044325760324,Hold
14:22:38,307.63436189626015,Hold
14:22:39,307.6173885029531,Hold
14:22:40,307.4444383132298,Hold
14:22:41,307.7779967188176,Hold
14:22:42,307.71731112393115,Hold
14:22:43,307.69626395528576,Hold
14:22:44,306.39351213901614,Hold
14:22:45,306.95054810867396,Hold
14:22:46,306.64866183227207,Hold
14:22:47,307.43571647549214,Hold
14:22:48,307.06740714748736,Hold
14:22:49,306.83044325760324,Hold
14:22:50,307.63436189626015,Hold
14:22:51,307.6173885029531,Hold
14:22:52,307.4444383132298,Hold
14:22:53,307.7779967188176,Hold
14:22:54,307.71731112393115,Hold
14:22:55,307.69626395528576,Hold
14:22:56,306.39351213901614,Hold
14:22:57,306.95054810867396,Hold
14:22:58,306.64866183227207,Hold
14:22:59,307.43571647549214,Hold
14:23:00,307.06740714748736,Hold
14:23:01,306.83044325760324,Hold
14:23:02,307.63436189626015,Hold
14:23:03,307.6173885029531,Hold
14:23:04,307.4444383132298,Hold
14:23:05,307.7779967188176,Hold
14:23:06,307.71731112393115,Hold
14:23:07,307.69626395528576,Hold
14:23:08,306.39351213901614,Hold
14:23:09,306.95054810867396,Hold
14:23:10,306.64866183227207,Hold
14:23:11,307.43571647549214,Hold
14:23:12,307.06740714748736,Hold
14:23:13,306.83044325760324,Hold
14:23:14,307.63436189626015,Hold
14:23:15,307.6173885029531,Hold
14:23:16,307.4444383132298,Hold
14:23:17,307.7779967188176,Hold
14:23:18,307.71731112393115,Hold
14:23:19,307.69626395528576,Hold
14:23:20,306.39351213901614,Hold
14:23:21,306.95054810867396,Hold
14:23:22,306.64866183227207,Hold
14:23:23,307.43571647549214,Hold
14:23:24,307.06740714748736,Hold
14:23:25,306.83044325760324,Hold
14:23:26,307.63436189626015,Hold
14:23:27,307.6173885029531,Hold
14:23:28,307.4444383132298,Hold
14:23:29,307.7779967188176,Hold
14:23:30,307.71731112393115,Hold
14:23:31,307.69626395528576,Hold
14:23:32,306.39351213901614,Hold
14:23:33,306.95054810867396,Hold
14:23:34,306.64866183227207,Hold
14:23:35,307.43571647549214,Hold
14:23:36,307.06740714748736,Hold
14:23:37,306.83044325760324,Hold
14:23:38,307.63436189626015,Hold
14:23:39,307.6173885029531,Hold
14:23:40,307.4444383132298,Hold
14:23:41,307.7779967188176,Hold
14:23:42,307.71731112393115,Hold
14:23:43,307.69626395528576,Hold
14:23:44,306.39351213901614,Hold
14:23:45,306.95054810867396,Hold
14:23:46,306.64866183227207,Hold
14:23:47,307.43571647549214,Hold
14:23:48,307.06740714748736,Hold
14:23:49,306.83044325760324,Hold
14:23:50,307.63436189626015,Hold
14:23:51,307.6173885029531,Hold
14:23:52,307.4444383132298,Hold
14:23:53,307.7779967188176,Hold
14:23:54,307.71731112393115,Hold
14:23:55,307.69626395528576,Hold
14:23:56,306.39351213901614,Hold
14:23:57,306.95054810867396,Hold
14:23:58,306.64866183227207,Hold
14:23:59,307.43571647549214,Hold
14:24:00,307.06740714748736,Hold
14:24:01,306.83044325760324,Hold
14:24:02,307.63436189626015,Hold
14:24:03,307.6173885029531,Hold
14:24:04,307.4444383132298,Hold
14:24:05,307.7779967188176,Hold
14:24:06,307.71731112393115,Hold
14:24:07,307.69626395528576,Hold
14:24:08,306.39351213901614,Hold
14:24:09,306.95054810867396,Hold
14:24:10,306.64866183227207,Hold
14:24:11,307.43571647549214,Hold
14:24:12,307.06740714748736,Hold
14:24:13,306.83044325760324,Hold
14:24:14,307.63436189626015,Hold
14:24:15,307.6173885029531,Hold
14:24:16,307.4444383132298,Hold
14:24:17,307.7779967188176,Hold
14:24:18,307.71731112393115,Hold
14:24:19,307.69626395528576,Hold
14:24:20,306.39351213901614,Hold
14:24:21,306.95054810867396,Hold
14:24:22,306.64866183227207,Hold
14:24:23,307.43571647549214,Hold
14:24:24,307.06740714748736,Hold
14:24:25,306.83044325760324,Hold
14:24:26,307.63436189626015,Hold
14:24:27,307.6173885029531,Hold
14:24:28,307.4444383132298,Hold
14:24:29,307.7779967188176,Hold
14:24:30,307.71731112393115,Hold
14:24:31,307.69626395528576,Hold
14:24:32,306.39351213901614,Hold
14:24:33,306.95054810867396,Hold
14:24:34,306.64866183227207,Hold
14:24:35,307.43571647549214,Hold
14:24:36,307.06740714748736,Hold
14:24:37,306.83044325760324,Hold
14:24:38,307.63436189626015,Hold
14:24:39,307.6173885029531,Hold
14:24:40,307.4444383132298,Hold
14:24:41,307.7779967188176,Hold
14:24:42,307.71731112393115,Hold
14:24:43,307.69626395528576,Hold
14:24:44,306.39351213901614,Hold
14:24:45,306.95054810867396,Hold
14:24:46,306.64866183227207,Hold
14:24:47,307.43571647549214,Hold
14:24:48,307.06740714748736,Hold
14:24:49,306.83044325760324,Hold
14:24:50,307.63436189626015,Hold
14:24:51,307.6173885029531,Hold
14:24:52,307.4444383132298,Hold
14:24:53,307.7779967188176,Hold
14:24:54,307.71731112393115,Hold
14:24:55,307.69626395528576,Hold
14:24:56,306.39351213901614,Hold
14:24:57,306.95054810867396,Hold
14:24:58,306.64866183227207,Hold
14:24:59,307.43571647549214,Hold
14:25:00,307.06740714748736,Hold
14:25:01,306.83044325760324,Hold
14:25:02,307.63436189626015,Hold
14:25:03,307.6173885029531,Hold
14:25:04,307.4444383132298,Hold
14:25:05,307.7779967188176,Hold
14:25:06,307.71731112393115,Hold
14:25:07,307.69626395528576,Hold
14:25:08,306.39351213901614,Hold
14:25:09,306.95054810867396,Hold
14:25:10,306.64866183227207,Hold
14:25:11,307.43571647549214,Hold
14:25:12,307.06740714748736,Hold
14:25:13,306.83044325760324,Hold
14:25:14,307.63436189626015,Hold
14:25:15,307.6173885029531,Hold
14:25:16,307.4444383132298,Hold
14:25:17,307.7779967188176,Hold
14:25:18,307.71731112393115,Hold
14:25:19,307.69626395528576,Hold
14:25:20,306.39351213901614,Hold
14:25:21,306.95054810867396,Hold
14:25:22,306.64866183227207,Hold
14:25:23,307.43571647549214,Hold
14:25:24,307.06740714748736,Hold
14:25:25,306.83044325760324,Hold
14:25:26,307.63436189626015,Hold
14:25:27,307.6173885029531,Hold
14:25:28,307.4444383132298,Hold
14:25:29,307.7779967188176,Hold
14:25:30,307.71731112393115,Hold
14:25:31,307.69626395528576,Hold
14:25:32,306.39351213901614,Hold
14:25:33,306.95054810867396,Hold
14:25:34,306.64866183227207,Hold
14:25:35,307.43571647549214,Hold
14:25:36,307.06740714748736,Hold
14:25:37,306.83044325760324,Hold
14:25:38,307.63436189626015,Hold
14:25:39,307.6173885029531,Hold
14:25:40,307.4444383132298,Hold
14:25:41,307.7779967188176,Hold
14:25:42,307.71731112393115,Hold
14:25:43,307.69626395528576,Hold
14:25:44,306.39351213901614,Hold
14:25:45,306.95054810867396,Hold
14:25:46,306.64866183227207,Hold
14:25:47,307.43571647549214,Hold
14:25:48,307.06740714748736,Hold
14:25:49,306.83044325760324,Hold
14:25:50,307.63436189626015,Hold
14:25:51,307.6173885029531,Hold
14:25:52,307.4444383132298,Hold
14:25:53,307.7779967188176,Hold
14:25:54,307.71731112393115,Hold
14:25:55,307.69626395528576,Hold
14:25:56,306.39351213901614,Hold
14:25:57,306.95054810867396,Hold
14:25:58,306.64866183227207,Hold
14:25:59,307.43571647549214,Hold
14:26:00,307.06740714748736,Hold
14:26:01,306.83044325760324,Hold
14:26:02,307.63436189626015,Hold
14:26:03,307.6173885029531,Hold
14:26:04,307.4444383132298,Hold
14:26:05,307.7779967188176,Hold
14:26:06,307.71731112393115,Hold
14:26:07,307.69626395528576,Hold
14:26:08,306.39351213901614,Hold
14:26:09,306.95054810867396,Hold
14:26:10,306.64866183227207,Hold
14:26:11,307.43571647549214,Hold
14:26:12,307.06740714748736,Hold
14:26:13,306.83044325760324,Hold
14:26:14,307.63436189626015,Hold
14:26:15,307.6173885029531,Hold
14:26:16,307.4444383132298,Hold
14:26:17,307.7779967188176,Hold
14:26:18,307.71731112393115,Hold
14:26:19,307.69626395528576,Hold
14:26:20,306.39351213901614,Hold
14:26:21,306.95054810867396,Hold
14:26:22,306.64866183227207,Hold
14:26:23,307.43571647549214,Hold
14:26:24,307.06740714748736,Hold
14:26:25,306.83044325760324,Hold
14:26:26,307.63436189626015,Hold
14:26:27,307.6173885029531,Hold
14:26:28,307.4444383132298,Hold
14:26:29,307.7779967188176,Hold
14:26:30,307.71731112393115,Hold
14:26:31,307.69626395528576,Hold
14:26:32,306.39351213901614,Hold
14:26:33,306.95054810867396,Hold
14:26:34,306.64866183227207,Hold
14:26:35,307.43571647549214,Hold
14:26:36,307.06740714748736,Hold
14:26:37,306.83044325760324,Hold
14:26:38,307.63436189626015,Hold
14:26:39,307.6173885029531,Hold
14:26:40,307.4444383132298,Hold
14:26:41,307.7779967188176,Hold
14:26:42,307.71731112393115,Hold
14:26:43,307.69626395528576,Hold
14:26:44,306.39351213901614,Hold
14:26:45,306.95054810867396,Hold
14:26:46,306.64866183227207,Hold
14:26:47,307.43571647549214,Hold
14:26:48,307.06740714748736,Hold
14:26:49,306.83044325760324,Hold
14:26:50,307.63436189626015,Hold
14:26:51,307.6173885029531,Hold
14:26:52,307.4444383132298,Hold
14:26:53,307.7779967188176,Hold
14:26:54,307.71731112393115,Hold
14:26:55,307.69626395528576,Hold
14:26:56,306.39351213901614,Hold
14:26:57,306.95054810867396,Hold
14:26:58,306.64866183227207,Hold
14:26:59,307.43571647549214,Hold
14:27:00,307.06740714748736,Hold
14:27:01,306.83044325760324,Hold
14:27:02,307.63436189626015,Hold
14:27:03,307.6173885029531,Hold
14:27:04,307.4444383132298,Hold
14:27:05,307.7779967188176,Hold
14:27:06,307.71731112393115,Hold
14:27:07,307.69626395528576,Hold
14:27:08,306.39351213901614,Hold
14:27:09,306.95054810867396,Hold
14:27:10,306.64866183227207,Hold
14:27:11,307.43571647549214,Hold
14:27:12,307.06740714748736,Hold
14:27:13,306.83044325760324,Hold
14:27:14,307.63436189626015,Hold
14:27:15,307.6173885029531,Hold
14:27:16,307.4444383132298,Hold
14:27:17,307.7779967188176,Hold
14:27:18,307.71731112393115,Hold
14:27:19,307.69626395528576,Hold
14:27:20,306.39351213901614,Hold
14:27:21,306.95054810867396,Hold
14:27:22,306.64866183227207,Hold
14:27:23,307.43571647549214,Hold
14:27:24,307.06740714748736,Hold
14:27:25,306.83044325760324,Hold
14:27:26,307.63436189626015,Hold
14:27:27,307.6173885029531,Hold
14:27:28,307.4444383132298,Hold
14:27:29,307.7779967188176,Hold
14:27:30,307.71731112393115,Hold
14:27:31,307.69626395528576,Hold
14:27:32,306.39351213901614,Hold
14:27:33,306.95054810867396,Hold
14:27:34,306.64866183227207,Hold
14:27:35,307.43571647549214,Hold
14:27:36,307.06740714748736,Hold
14:27:37,306.83044325760324,Hold
14:27:38,307.63436189626015,Hold
14:27:39,307.6173885029531,Hold
14:27:40,307.4444383132298,Hold
14:27:41,307.7779967188176,Hold
14:27:42,307.71731112393115,Hold
14:27:43,307.69626395528576,Hold
14:27:44,306.39351213901614,Hold
14:27:45,306.95054810867396,Hold
14:27:46,306.64866183227207,Hold
14:27:47,307.43571647549214,Hold
14:27:48,307.06740714748736,Hold
14:27:49,306.83044325760324,Hold
14:27:50,307.63436189626015,Hold
14:27:51,307.6173885029531,Hold
14:27:52,307.4444383132298,Hold
14:27:53,307.7779967188176,Hold
14:27:54,307.71731112393115,Hold
14:27:55,307.69626395528576,Hold
14:27:56,306.39351213901614,Hold
14:27:57,306.95054810867396,Hold
14:27:58,306.64866183227207,Hold
14:27:59,307.43571647549214,Hold
14:28:00,307.06740714748736,Hold
14:28:01,306.83044325760324,Hold
14:28:02,307.63436189626015,Hold
14:28:03,307.6173885029531,Hold
14:28:04,307.4444383132298,Hold
14:28:05,307.7779967188176,Hold
14:28:06,307.71731112393115,Hold
14:28:07,307.69626395528576,Hold
14:28:08,306.39351213901614,Hold
14:28:09,306.95054810867396,Hold
14:28:10,306.64866183227207,Hold
14:28:11,307.43571647549214,Hold
14:28:12,307.06740714748736,Hold
14:28:13,306.83044325760324,Hold
14:28:14,307.63436189626015,Hold
14:28:15,307.6173885029531,Hold
14:28:16,307.4444383132298,Hold
14:28:17,307.7779967188176,Hold
14:28:18,307.71731112393115,Hold
14:28:19,307.69626395528576,Hold
14:28:20,306.39351213901614,Hold
14:28:21,306.95054810867396,Hold
14:28:22,306.64866183227207,Hold
14:28:23,307.43571647549214,Hold
14:28:24,307.06740714748736,Hold
14:28:25,306.83044325760324,Hold
14:28:26,307.63436189626015,Hold
14:28:27,307.6173885029531,Hold
14:28:28,307.4444383132298,Hold
14:28:29,307.7779967188176,Hold
14:28:30,307.71731112393115,Hold
14:28:31,307.69626395528576,Hold
14:28:32,306.39351213901614,Hold
14:28:33,306.95054810867396,Hold
14:28:34,306.64866183227207,Hold
14:28:35,307.43571647549214,Hold
14:28:36,307.06740714748736,Hold
14:28:37,306.83044325760324,Hold
14:28:38,307.63436189626015,Hold
14:28:39,307.6173885029531,Hold
14:28:40,307.4444383132298,Hold
14:28:41,307.7779967188176,Hold
14:28:42,307.71731112393115,Hold
14:28:43,307.69626395528576,Hold
14:28:44,306.39351213901614,Hold
14:28:45,306.95054810867396,Hold
14:28:46,306.64866183227207,Hold
14:28:47,307.43571647549214,Hold
14:28:48,307.06740714748736,Hold
14:28:49,306.83044325760324,Hold
14:28:50,307.63436189626015,Hold
14:28:51,307.6173885029531,Hold
14:28:52,307.4444383132298,Hold
14:28:53,307.7779967188176,Hold
14:28:54,307.71731112393115,Hold
14:28:55,307.69626395528576,Hold
14:28:56,306.39351213901614,Hold
14:28:57,306.95054810867396,Hold
14:28:58,306.64866183227207,Hold
14:28:59,307.43571647549214,Hold
14:29:00,307.06740714748736,Hold
14:29:01,306.83044325760324,Hold
14:29:02,307.63436189626015,Hold
14:29:03,307.6173885029531,Hold
14:29:04,307.4444383132298,Hold
14:29:05,307.7779967188176,Hold
14:29:06,307.71731112393115,Hold
14:29:07,307.69626395528576,Hold
14:29:08,306.39351213901614,Hold
14:29:09,306.95054810867396,Hold
14:29:10,306.64866183227207,Hold
14:29:11,307.43571647549214,Hold
14:29:12,307.06740714748736,Hold
14:29:13,306.83044325760324,Hold
14:29:14,307.63436189626015,Hold
14:29:15,307.6173885029531,Hold
14:29:16,307.4444383132298,Hold
14:29:17,307.7779967188176,Hold
14:29:18,307.71731112393115,Hold
14:29:19,307.69626395528576,Hold
14:29:20,306.39351213901614,Hold
14:29:21,306.95054810867396,Hold
14:29:22,306.64866183227207,Hold
14:29:23,307.43571647549214,Hold
14:29:24,307.06740714748736,Hold
14:29:25,306.83044325760324,Hold
14:29:26,307.63436189626015,Hold
14:29:27,307.6173885029531,Hold
14:29:28,307.4444383132298,Hold
14:29:29,307.7779967188176,Hold
14:29:30,307.71731112393115,Hold
14:29:31,307.69626395528576,Hold
14:29:32,306.39351213901614,Hold
14:29:33,306.95054810867396,Hold
14:29:34,306.64866183227207,Hold
14:29:35,307.43571647549214,Hold
14:29:36,307.06740714748736,Hold
14:29:37,306.83044325760324,Hold
14:29:38,307.63436189626015,Hold
14:29:39,307.6173885029531,Hold
14:29:40,307.4444383132298,Hold
14:29:41,307.7779967188176,Hold
14:29:42,307.71731112393115,Hold
14:29:43,307.69626395528576,Hold
14:29:44,306.39351213901614,Hold
14:29:45,306.95054810867396,Hold
14:29:46,306.64866183227207,Hold
14:29:47,307.43571647549214,Hold
14:29:48,307.06740714748736,Hold
14:29:49,306.83044325760324,Hold
14:29:50,307.63436189626015,Hold
14:29:51,307.6173885029531,Hold
14:29:52,307.4444383132298,Hold
14:29:53,307.7779967188176,Hold
14:29:54,307.71731112393115,Hold
14:29:55,307.69626395528576,Hold
14:29:56,306.39351213901614,Hold
14:29:57,306.95054810867396,Hold
14:29:58,306.64866183227207,Hold
14:29:59,307.43571647549214,Hold
14:30:00,307.06740714748736,Hold
14:30:01,306.83044325760324,Hold
14:30:02,307.63436189626015,Hold
14:30:03,307.6173885029531,Hold
14:30:04,307.4444383132298,Hold
14:30:05,307.7779967188176,Hold
14:30:06,307.71731112393115,Hold
14:30:07,307.69626395528576,Hold
14:30:08,306.39351213901614,Hold
14:30:09,306.95054810867396,Hold
14:30:10,306.64866183227207,Hold
14:30:11,307.43571647549214,Hold
14:30:12,307.06740714748736,Hold
14:30:13,306.83044325760324,Hold
14:30:14,307.63436189626015,Hold
14:30:15,307.6173885029531,Hold
14:30:16,307.4444383132298,Hold
14:30:17,307.7779967188176,Hold
14:30:18,307.71731112393115,Hold
14:30:19,307.69626395528576,Hold
14:30:20,306.39351213901614,Hold
14:30:21,306.95054810867396,Hold
14:30:22,306.64866183227207,Hold
14:30:23,307.43571647549214,Hold
14:30:24,307.06740714748736,Hold
14:30:25,306.83044325760324,Hold
14:30:26,307.63436189626015,Hold
14:30:27,307.6173885029531,Hold
14:30:28,307.4444383132298,Hold
14:30:29,307.7779967188176,Hold
14:30:30,307.71731112393115,Hold
14:30:31,307.69626395528576,Hold
14:30:32,306.39351213901614,Hold
14:30:33,306.95054810867396,Hold
14:30:34,306.64866183227207,Hold
14:30:35,307.43571647549214,Hold
14:30:36,307.06740714748736,Hold
14:30:37,306.83044325760324,Hold
14:30:38,307.63436189626015,Hold
14:30:39,307.6173885029531,Hold
14:30:40,307.4444383132298,Hold
14:30:41,307.7779967188176,Hold
14:30:42,307.71731112393115,Hold
14:30:43,307.69626395528576,Hold
14:30:44,306.39351213901614,Hold
14:30:45,306.95054810867396,Hold
14:30:46,306.64866183227207,Hold
14:30:47,307.43571647549214,Hold
14:30:48,307.06740714748736,Hold
14:30:49,306.83044325760324,Hold
14:30:50,307.63436189626015,Hold
14:30:51,307.6173885029531,Hold
14:30:52,307.4444383132298,Hold
14:30:53,307.7779967188176,Hold
14:30:54,307.71731112393115,Hold
