Train Time,Train Bid_ask_spread,Test Time,Test Bid_ask_spread,Predicted Train Time,Predicted Bid_ask_spread
10:50:31,11.18,,,10:50:31,11.18
10:50:32,11.0,,,10:50:32,11.0
10:50:33,9.44,,,10:50:33,9.44
10:50:34,8.8,,,10:50:34,8.8
10:50:35,8.0,,,10:50:35,8.0
10:50:36,7.62,,,10:50:36,7.62
10:50:37,7.0,,,10:50:37,7.0
10:50:38,5.82,,,10:50:38,5.82
10:50:39,4.19,,,10:50:39,4.19
10:50:40,4.0,,,10:50:40,4.0
10:50:41,4.0,,,10:50:41,4.0
10:50:42,3.05,,,10:50:42,3.05
10:50:43,3.0,,,10:50:43,3.0
10:50:44,2.38,,,10:50:44,2.38
10:50:45,3.89,,,10:50:45,3.89
10:50:46,13.88,,,10:50:46,13.88
10:50:47,12.3,,,10:50:47,12.3
10:50:48,9.12,,,10:50:48,9.12
10:50:49,7.41,,,10:50:49,7.41
10:50:50,7.42,,,10:50:50,7.42
10:50:51,6.4,,,10:50:51,6.4
10:50:52,4.46,,,10:50:52,4.46
10:50:53,3.0,,,10:50:53,3.0
10:50:54,4.06,,,10:50:54,4.06
10:50:55,10.33,,,10:50:55,10.33
10:50:56,5.72,,,10:50:56,5.72
10:50:57,2.64,,,10:50:57,2.64
10:50:58,3.17,,,10:50:58,3.17
10:50:59,4.0,,,10:50:59,4.0
10:51:00,4.0,,,10:51:00,4.0
10:51:01,3.0,,,10:51:01,3.0
10:51:02,3.0,,,10:51:02,3.0
10:51:03,2.93,,,10:51:03,2.93
10:51:04,1.43,,,10:51:04,1.43
10:51:05,2.54,,,10:51:05,2.54
10:51:06,3.56,,,10:51:06,3.56
10:51:07,8.33,,,10:51:07,8.33
10:51:08,6.7,,,10:51:08,6.7
10:51:09,3.24,,,10:51:09,3.24
10:51:10,5.47,,,10:51:10,5.47
10:51:11,6.71,,,10:51:11,6.71
10:51:12,11.58,,,10:51:12,11.58
10:51:13,10.55,,,10:51:13,10.55
10:51:14,6.92,,,10:51:14,6.92
10:51:15,5.83,,,10:51:15,5.83
10:51:16,4.14,,,10:51:16,4.14
10:51:17,3.83,,,10:51:17,3.83
10:51:18,2.88,,,10:51:18,2.88
10:51:19,9.43,,,10:51:19,9.43
10:51:20,8.78,,,10:51:20,8.78
10:51:21,8.0,,,10:51:21,8.0
10:51:22,8.0,,,10:51:22,8.0
10:51:23,9.68,,,10:51:23,9.68
10:51:24,10.0,,,10:51:24,10.0
10:51:25,9.22,,,10:51:25,9.22
10:51:26,9.0,,,10:51:26,9.0
10:51:27,9.0,,,10:51:27,9.0
10:51:28,5.99,,,10:51:28,5.99
10:51:29,3.43,,,10:51:29,3.43
10:51:30,4.0,,,10:51:30,4.0
10:51:31,2.06,,,10:51:31,2.06
10:51:32,5.36,,,10:51:32,5.36
10:51:33,10.76,,,10:51:33,10.76
10:51:34,11.0,,,10:51:34,11.0
10:51:35,8.68,,,10:51:35,8.68
10:51:36,6.17,,,10:51:36,6.17
10:51:37,4.27,,,10:51:37,4.27
10:51:38,3.63,,,10:51:38,3.63
10:51:39,1.88,,,10:51:39,1.88
10:51:40,0.79,,,10:51:40,0.79
10:51:41,1.0,,,10:51:41,1.0
10:51:42,4.16,,,10:51:42,4.16
10:51:43,7.96,,,10:51:43,7.96
10:51:44,5.5,,,10:51:44,5.5
10:51:45,4.44,,,10:51:45,4.44
10:51:46,5.11,,,10:51:46,5.11
10:51:47,3.33,,,10:51:47,3.33
10:51:48,1.41,,,10:51:48,1.41
10:51:49,1.0,,,10:51:49,1.0
10:51:50,9.86,,,10:51:50,9.86
10:51:51,10.0,,,10:51:51,10.0
10:51:52,13.64,,,10:51:52,13.64
10:51:53,14.0,,,10:51:53,14.0
10:51:54,13.99,,,10:51:54,13.99
10:51:55,13.44,,,10:51:55,13.44
10:51:56,10.0,,,10:51:56,10.0
10:51:57,8.81,,,10:51:57,8.81
10:51:58,5.11,,,10:51:58,5.11
10:51:59,1.73,,,10:51:59,1.73
10:52:00,12.15,,,10:52:00,12.15
10:52:01,15.8,,,10:52:01,15.8
10:52:02,14.82,,,10:52:02,14.82
10:52:03,14.95,,,10:52:03,14.95
10:52:04,16.0,,,10:52:04,16.0
10:52:05,15.86,,,10:52:05,15.86
10:52:06,14.33,,,10:52:06,14.33
10:52:07,13.17,,,10:52:07,13.17
10:52:08,12.56,,,10:52:08,12.56
10:52:09,8.68,,,10:52:09,8.68
10:52:10,4.75,,,10:52:10,4.75
10:52:11,3.42,,,10:52:11,3.42
10:52:12,6.34,,,10:52:12,6.34
10:52:13,5.65,,,10:52:13,5.65
10:52:14,2.91,,,10:52:14,2.91
10:52:15,1.07,,,10:52:15,1.07
10:52:16,1.38,,,10:52:16,1.38
10:52:17,2.66,,,10:52:17,2.66
10:52:18,2.23,,,10:52:18,2.23
10:52:19,4.39,,,10:52:19,4.39
10:52:20,3.47,,,10:52:20,3.47
10:52:21,3.46,,,10:52:21,3.46
10:52:22,5.0,,,10:52:22,5.0
10:52:23,1.26,,,10:52:23,1.26
10:52:24,13.69,,,10:52:24,13.69
10:52:25,9.21,,,10:52:25,9.21
10:52:26,9.64,,,10:52:26,9.64
10:52:27,6.29,,,10:52:27,6.29
10:52:28,1.0,,,10:52:28,1.0
10:52:29,1.0,,,10:52:29,1.0
10:52:30,1.0,,,10:52:30,1.0
10:52:31,1.0,,,10:52:31,1.0
10:52:32,4.38,,,10:52:32,4.38
10:52:33,11.58,,,10:52:33,11.58
10:52:34,3.38,,,10:52:34,3.38
10:52:35,1.82,,,10:52:35,1.82
10:52:36,1.28,,,10:52:36,1.28
10:52:37,1.38,,,10:52:37,1.38
10:52:38,1.21,,,10:52:38,1.21
10:52:39,2.0,,,10:52:39,2.0
10:52:40,2.0,,,10:52:40,2.0
10:52:41,2.91,,,10:52:41,2.91
10:52:42,7.31,,,10:52:42,7.31
10:52:43,11.0,,,10:52:43,11.0
10:52:44,5.4,,,10:52:44,5.4
10:52:45,5.0,,,10:52:45,5.0
10:52:46,5.0,,,10:52:46,5.0
10:52:47,3.53,,,10:52:47,3.53
10:52:48,2.23,,,10:52:48,2.23
10:52:49,3.21,,,10:52:49,3.21
10:52:50,5.32,,,10:52:50,5.32
10:52:51,7.0,,,10:52:51,7.0
10:52:52,4.86,,,10:52:52,4.86
10:52:53,4.0,,,10:52:53,4.0
10:52:54,4.0,,,10:52:54,4.0
10:52:55,4.0,,,10:52:55,4.0
10:52:56,2.25,,,10:52:56,2.25
10:52:57,5.0,,,10:52:57,5.0
10:52:58,5.07,,,10:52:58,5.07
10:52:59,13.78,,,10:52:59,13.78
10:53:00,19.84,,,10:53:00,19.84
10:53:01,19.06,,,10:53:01,19.06
10:53:02,17.93,,,10:53:02,17.93
10:53:03,15.24,,,10:53:03,15.24
10:53:04,11.6,,,10:53:04,11.6
10:53:05,8.75,,,10:53:05,8.75
10:53:06,7.06,,,10:53:06,7.06
10:53:07,4.5,,,10:53:07,4.5
10:53:08,2.62,,,10:53:08,2.62
10:53:09,2.0,,,10:53:09,2.0
10:53:10,9.18,,,10:53:10,9.18
10:53:11,11.32,,,10:53:11,11.32
10:53:12,10.14,,,10:53:12,10.14
10:53:13,4.56,,,10:53:13,4.56
10:53:14,1.21,,,10:53:14,1.21
10:53:15,1.97,,,10:53:15,1.97
10:53:16,2.82,,,10:53:16,2.82
10:53:17,2.24,,,10:53:17,2.24
10:53:18,8.73,,,10:53:18,8.73
10:53:19,10.25,,,10:53:19,10.25
10:53:20,11.0,,,10:53:20,11.0
10:53:21,9.93,,,10:53:21,9.93
10:53:22,8.0,,,10:53:22,8.0
10:53:23,6.82,,,10:53:23,6.82
10:53:24,5.23,,,10:53:24,5.23
10:53:25,3.19,,,10:53:25,3.19
10:53:26,4.05,,,10:53:26,4.05
10:53:27,1.8,,,10:53:27,1.8
10:53:28,3.18,,,10:53:28,3.18
10:53:29,10.27,,,10:53:29,10.27
10:53:30,10.7,,,10:53:30,10.7
10:53:31,8.0,,,10:53:31,8.0
10:53:32,8.0,,,10:53:32,8.0
10:53:33,8.0,,,10:53:33,8.0
10:53:34,8.0,,,10:53:34,8.0
10:53:35,8.0,,,10:53:35,8.0
10:53:36,7.76,,,10:53:36,7.76
10:53:37,7.0,,,10:53:37,7.0
10:53:38,7.0,,,10:53:38,7.0
10:53:39,6.71,,,10:53:39,6.71
10:53:40,6.0,,,10:53:40,6.0
10:53:41,4.88,,,10:53:41,4.88
10:53:42,4.19,,,10:53:42,4.19
10:53:43,11.69,,,10:53:43,11.69
10:53:44,15.75,,,10:53:44,15.75
10:53:45,12.5,,,10:53:45,12.5
10:53:46,6.33,,,10:53:46,6.33
10:53:47,3.15,,,10:53:47,3.15
10:53:48,2.99,,,10:53:48,2.99
10:53:49,1.5,,,10:53:49,1.5
10:53:50,14.19,,,10:53:50,14.19
10:53:51,17.9,,,10:53:51,17.9
10:53:52,13.0,,,10:53:52,13.0
10:53:53,9.24,,,10:53:53,9.24
10:53:54,8.0,,,10:53:54,8.0
10:53:55,8.0,,,10:53:55,8.0
10:53:56,8.08,,,10:53:56,8.08
10:53:57,5.94,,,10:53:57,5.94
10:53:58,3.07,,,10:53:58,3.07
10:53:59,4.23,,,10:53:59,4.23
10:54:00,9.12,,,10:54:00,9.12
10:54:01,8.0,,,10:54:01,8.0
10:54:02,7.07,,,10:54:02,7.07
10:54:03,6.0,,,10:54:03,6.0
10:54:04,7.89,,,10:54:04,7.89
10:54:05,7.35,,,10:54:05,7.35
10:54:06,4.95,,,10:54:06,4.95
10:54:07,3.25,,,10:54:07,3.25
10:54:08,2.17,,,10:54:08,2.17
10:54:09,3.0,,,10:54:09,3.0
10:54:10,1.65,,,10:54:10,1.65
10:54:11,1.3,,,10:54:11,1.3
10:54:12,1.0,,,10:54:12,1.0
10:54:13,1.0,,,10:54:13,1.0
10:54:14,4.95,,,10:54:14,4.95
10:54:15,11.0,,,10:54:15,11.0
10:54:16,10.86,,,10:54:16,10.86
10:54:17,8.02,,,10:54:17,8.02
10:54:18,7.47,,,10:54:18,7.47
10:54:19,7.05,,,10:54:19,7.05
10:54:20,4.55,,,10:54:20,4.55
10:54:21,1.0,,,10:54:21,1.0
10:54:22,1.67,,,10:54:22,1.67
10:54:23,4.1,,,10:54:23,4.1
10:54:24,3.56,,,10:54:24,3.56
10:54:25,5.12,,,10:54:25,5.12
10:54:26,4.31,,,10:54:26,4.31
10:54:27,3.9,,,10:54:27,3.9
10:54:28,1.9,,,10:54:28,1.9
10:54:29,9.04,,,10:54:29,9.04
10:54:30,6.87,,,10:54:30,6.87
10:54:31,9.13,,,10:54:31,9.13
10:54:32,3.67,,,10:54:32,3.67
10:54:33,9.0,,,10:54:33,9.0
10:54:34,9.0,,,10:54:34,9.0
10:54:35,9.0,,,10:54:35,9.0
10:54:36,4.11,,,10:54:36,4.11
10:54:37,1.0,,,10:54:37,1.0
10:54:38,1.0,,,10:54:38,1.0
10:54:39,1.0,,,10:54:39,1.0
10:54:40,1.0,,,10:54:40,1.0
10:54:41,1.0,,,10:54:41,1.0
10:54:42,1.53,,,10:54:42,1.53
10:54:43,1.78,,,10:54:43,1.78
10:54:44,1.52,,,10:54:44,1.52
10:54:45,1.0,,,10:54:45,1.0
10:54:46,1.54,,,10:54:46,1.54
10:54:47,2.0,,,10:54:47,2.0
10:54:48,1.33,,,10:54:48,1.33
10:54:49,1.0,,,10:54:49,1.0
10:54:50,1.0,,,10:54:50,1.0
10:54:51,4.63,,,10:54:51,4.63
10:54:52,7.0,,,10:54:52,7.0
10:54:53,7.0,,,10:54:53,7.0
10:54:54,5.46,,,10:54:54,5.46
10:54:55,3.0,,,10:54:55,3.0
10:54:56,3.75,,,10:54:56,3.75
10:54:57,11.04,,,10:54:57,11.04
10:54:58,10.28,,,10:54:58,10.28
10:54:59,8.49,,,10:54:59,8.49
10:55:00,4.53,,,10:55:00,4.53
10:55:01,4.88,,,10:55:01,4.88
10:55:02,5.83,,,10:55:02,5.83
10:55:03,3.21,,,10:55:03,3.21
10:55:04,2.33,,,10:55:04,2.33
10:55:05,1.0,,,10:55:05,1.0
10:55:06,1.0,,,10:55:06,1.0
10:55:07,22.79,,,10:55:07,22.79
10:55:08,31.5,,,10:55:08,31.5
10:55:09,29.0,,,10:55:09,29.0
10:55:10,28.71,,,10:55:10,28.71
10:55:11,26.8,,,10:55:11,26.8
10:55:12,16.72,,,10:55:12,16.72
10:55:13,13.88,,,10:55:13,13.88
10:55:14,12.92,,,10:55:14,12.92
10:55:15,12.08,,,10:55:15,12.08
10:55:16,9.86,,,10:55:16,9.86
10:55:17,1.97,,,10:55:17,1.97
10:55:18,5.19,,,10:55:18,5.19
10:55:19,4.82,,,10:55:19,4.82
10:55:20,2.65,,,10:55:20,2.65
10:55:21,5.3,,,10:55:21,5.3
10:55:22,7.37,,,10:55:22,7.37
10:55:23,5.1,,,10:55:23,5.1
10:55:24,2.69,,,10:55:24,2.69
10:55:25,2.87,,,10:55:25,2.87
10:55:26,4.99,,,10:55:26,4.99
10:55:27,7.89,,,10:55:27,7.89
10:55:28,3.79,,,10:55:28,3.79
10:55:29,3.79,,,10:55:29,3.79
10:55:30,4.02,,,10:55:30,4.02
10:55:31,6.52,,,10:55:31,6.52
10:55:32,4.65,,,10:55:32,4.65
10:55:33,5.0,,,10:55:33,5.0
10:55:34,4.89,,,10:55:34,4.89
10:55:35,3.57,,,10:55:35,3.57
10:55:36,1.28,,,10:55:36,1.28
10:55:37,1.14,,,10:55:37,1.14
10:55:38,1.0,,,10:55:38,1.0
10:55:39,4.3,,,10:55:39,4.3
10:55:40,3.0,,,10:55:40,3.0
10:55:41,1.82,,,10:55:41,1.82
10:55:42,3.91,,,10:55:42,3.91
10:55:43,7.71,,,10:55:43,7.71
10:55:44,5.52,,,10:55:44,5.52
10:55:45,5.71,,,10:55:45,5.71
10:55:46,5.38,,,10:55:46,5.38
10:55:47,2.12,,,10:55:47,2.12
10:55:48,8.99,,,10:55:48,8.99
10:55:49,6.14,,,10:55:49,6.14
10:55:50,5.45,,,10:55:50,5.45
10:55:51,5.0,,,10:55:51,5.0
10:55:52,3.81,,,10:55:52,3.81
10:55:53,1.4,,,10:55:53,1.4
10:55:54,4.19,,,10:55:54,4.19
10:55:55,13.69,,,10:55:55,13.69
10:55:56,13.19,,,10:55:56,13.19
10:55:57,12.19,,,10:55:57,12.19
10:55:58,14.0,,,10:55:58,14.0
10:55:59,13.35,,,10:55:59,13.35
10:56:00,11.97,,,10:56:00,11.97
10:56:01,8.94,,,10:56:01,8.94
10:56:02,7.05,,,10:56:02,7.05
10:56:03,4.73,,,10:56:03,4.73
10:56:04,3.24,,,10:56:04,3.24
10:56:05,2.09,,,10:56:05,2.09
10:56:06,2.17,,,10:56:06,2.17
10:56:07,6.07,,,10:56:07,6.07
10:56:08,2.1,,,10:56:08,2.1
10:56:09,6.67,,,10:56:09,6.67
10:56:10,6.0,,,10:56:10,6.0
10:56:11,4.89,,,10:56:11,4.89
10:56:12,2.2,,,10:56:12,2.2
10:56:13,2.0,,,10:56:13,2.0
10:56:14,5.36,,,10:56:14,5.36
10:56:15,9.72,,,10:56:15,9.72
10:56:16,9.0,,,10:56:16,9.0
10:56:17,8.0,,,10:56:17,8.0
10:56:18,5.92,,,10:56:18,5.92
10:56:19,3.62,,,10:56:19,3.62
10:56:20,1.6,,,10:56:20,1.6
10:56:21,1.88,,,10:56:21,1.88
10:56:22,9.83,,,10:56:22,9.83
10:56:23,14.95,,,10:56:23,14.95
10:56:24,14.0,,,10:56:24,14.0
10:56:25,13.09,,,10:56:25,13.09
10:56:26,14.94,,,10:56:26,14.94
10:56:27,15.0,,,10:56:27,15.0
10:56:28,15.0,,,10:56:28,15.0
10:56:29,15.43,,,10:56:29,15.43
10:56:30,17.65,,,10:56:30,17.65
10:56:31,15.87,,,10:56:31,15.87
10:56:32,15.0,,,10:56:32,15.0
10:56:33,15.13,,,10:56:33,15.13
10:56:34,14.83,,,10:56:34,14.83
10:56:35,13.33,,,10:56:35,13.33
10:56:36,11.09,,,10:56:36,11.09
10:56:37,11.11,,,10:56:37,11.11
10:56:38,9.87,,,10:56:38,9.87
10:56:39,5.12,,,10:56:39,5.12
10:56:40,1.48,,,10:56:40,1.48
10:56:41,11.27,,,10:56:41,11.27
10:56:42,9.75,,,10:56:42,9.75
10:56:43,9.39,,,10:56:43,9.39
10:56:44,10.0,,,10:56:44,10.0
10:56:45,9.46,,,10:56:45,9.46
10:56:46,8.22,,,10:56:46,8.22
10:56:47,7.79,,,10:56:47,7.79
10:56:48,5.16,,,10:56:48,5.16
10:56:49,1.22,,,10:56:49,1.22
10:56:50,13.0,,,10:56:50,13.0
10:56:51,13.3,,,10:56:51,13.3
10:56:52,15.0,,,10:56:52,15.0
10:56:53,15.0,,,10:56:53,15.0
10:56:54,15.0,,,10:56:54,15.0
10:56:55,14.12,,,10:56:55,14.12
10:56:56,11.67,,,10:56:56,11.67
10:56:57,8.15,,,10:56:57,8.15
10:56:58,5.06,,,10:56:58,5.06
10:56:59,9.14,,,10:56:59,9.14
10:57:00,3.61,,,10:57:00,3.61
10:57:01,6.03,,,10:57:01,6.03
10:57:02,15.0,,,10:57:02,15.0
10:57:03,15.0,,,10:57:03,15.0
10:57:04,19.78,,,10:57:04,19.78
10:57:05,10.29,,,10:57:05,10.29
10:57:06,1.69,,,10:57:06,1.69
10:57:07,10.0,,,10:57:07,10.0
10:57:08,11.0,,,10:57:08,11.0
10:57:09,10.49,,,10:57:09,10.49
10:57:10,8.78,,,10:57:10,8.78
10:57:11,8.0,,,10:57:11,8.0
10:57:12,8.0,,,10:57:12,8.0
10:57:13,7.74,,,10:57:13,7.74
10:57:14,6.41,,,10:57:14,6.41
10:57:15,6.0,,,10:57:15,6.0
10:57:16,6.0,,,10:57:16,6.0
10:57:17,5.5,,,10:57:17,5.5
10:57:18,4.32,,,10:57:18,4.32
10:57:19,2.0,,,10:57:19,2.0
10:57:20,7.94,,,10:57:20,7.94
10:57:21,14.0,,,10:57:21,14.0
10:57:22,14.0,,,10:57:22,14.0
10:57:23,13.78,,,10:57:23,13.78
10:57:24,12.0,,,10:57:24,12.0
10:57:25,12.45,,,10:57:25,12.45
10:57:26,9.28,,,10:57:26,9.28
10:57:27,13.0,,,10:57:27,13.0
10:57:28,4.65,,,10:57:28,4.65
10:57:29,3.59,,,10:57:29,3.59
10:57:30,2.13,,,10:57:30,2.13
10:57:31,1.79,,,10:57:31,1.79
10:57:32,7.63,,,10:57:32,7.63
10:57:33,8.82,,,10:57:33,8.82
10:57:34,5.0,,,10:57:34,5.0
10:57:35,3.41,,,10:57:35,3.41
10:57:36,16.38,,,10:57:36,16.38
10:57:37,16.93,,,10:57:37,16.93
10:57:38,15.12,,,10:57:38,15.12
10:57:39,5.84,,,10:57:39,5.84
10:57:40,1.98,,,10:57:40,1.98
10:57:41,2.0,,,10:57:41,2.0
10:57:42,2.0,,,10:57:42,2.0
10:57:43,1.35,,,10:57:43,1.35
10:57:44,1.15,,,10:57:44,1.15
10:57:45,2.0,,,10:57:45,2.0
10:57:46,2.0,,,10:57:46,2.0
10:57:47,2.63,,,10:57:47,2.63
10:57:48,1.75,,,10:57:48,1.75
10:57:49,10.9,,,10:57:49,10.9
10:57:50,7.98,,,10:57:50,7.98
10:57:51,6.7,,,10:57:51,6.7
10:57:52,4.81,,,10:57:52,4.81
10:57:53,3.0,,,10:57:53,3.0
10:57:54,8.09,,,10:57:54,8.09
10:57:55,10.95,,,10:57:55,10.95
10:57:56,7.38,,,10:57:56,7.38
10:57:57,6.87,,,10:57:57,6.87
10:57:58,2.51,,,10:57:58,2.51
10:57:59,10.33,,,10:57:59,10.33
10:58:00,10.5,,,10:58:00,10.5
10:58:01,10.44,,,10:58:01,10.44
10:58:02,8.65,,,10:58:02,8.65
10:58:03,5.08,,,10:58:03,5.08
10:58:04,3.72,,,10:58:04,3.72
10:58:05,4.17,,,10:58:05,4.17
10:58:06,3.7,,,10:58:06,3.7
10:58:07,7.12,,,10:58:07,7.12
10:58:08,2.93,,,10:58:08,2.93
10:58:09,3.0,,,10:58:09,3.0
10:58:10,2.84,,,10:58:10,2.84
10:58:11,1.0,,,10:58:11,1.0
10:58:12,1.0,,,10:58:12,1.0
10:58:13,1.21,,,10:58:13,1.21
10:58:14,2.07,,,10:58:14,2.07
10:58:15,3.0,,,10:58:15,3.0
10:58:16,2.82,,,10:58:16,2.82
10:58:17,3.2,,,10:58:17,3.2
10:58:18,6.62,,,10:58:18,6.62
10:58:19,8.0,,,10:58:19,8.0
10:58:20,8.0,,,10:58:20,8.0
10:58:21,3.5,,,10:58:21,3.5
10:58:22,2.0,,,10:58:22,2.0
10:58:23,2.0,,,10:58:23,2.0
10:58:24,1.88,,,10:58:24,1.88
10:58:25,1.0,,,10:58:25,1.0
10:58:26,1.0,,,10:58:26,1.0
10:58:27,1.0,,,10:58:27,1.0
10:58:28,1.28,,,10:58:28,1.28
10:58:29,1.8,,,10:58:29,1.8
10:58:30,1.62,,,10:58:30,1.62
10:58:31,3.24,,,10:58:31,3.24
10:58:32,2.53,,,10:58:32,2.53
10:58:33,7.12,,,10:58:33,7.12
10:58:34,5.67,,,10:58:34,5.67
10:58:35,4.84,,,10:58:35,4.84
10:58:36,3.0,,,10:58:36,3.0
10:58:37,11.0,,,10:58:37,11.0
10:58:38,15.41,,,10:58:38,15.41
10:58:39,16.0,,,10:58:39,16.0
10:58:40,13.21,,,10:58:40,13.21
10:58:41,13.57,,,10:58:41,13.57
10:58:42,11.26,,,10:58:42,11.26
10:58:43,9.45,,,10:58:43,9.45
10:58:44,5.21,,,10:58:44,5.21
10:58:45,8.74,,,10:58:45,8.74
10:58:46,2.08,,,10:58:46,2.08
10:58:47,1.73,,,10:58:47,1.73
10:58:48,3.0,,,10:58:48,3.0
10:58:49,14.82,,,10:58:49,14.82
10:58:50,13.4,,,10:58:50,13.4
10:58:51,17.29,,,10:58:51,17.29
10:58:52,3.54,,,10:58:52,3.54
10:58:53,4.24,,,10:58:53,4.24
10:58:54,3.78,,,10:58:54,3.78
10:58:55,4.32,,,10:58:55,4.32
10:58:56,1.95,,,10:58:56,1.95
10:58:57,1.78,,,10:58:57,1.78
10:58:58,1.71,,,10:58:58,1.71
10:58:59,6.2,,,10:58:59,6.2
10:59:00,3.02,,,10:59:00,3.02
10:59:01,12.46,,,10:59:01,12.46
10:59:02,12.1,,,10:59:02,12.1
10:59:03,11.89,,,10:59:03,11.89
10:59:04,10.94,,,10:59:04,10.94
10:59:05,7.9,,,10:59:05,7.9
10:59:06,3.95,,,10:59:06,3.95
10:59:07,2.52,,,10:59:07,2.52
10:59:08,5.55,,,10:59:08,5.55
10:59:09,2.63,,,10:59:09,2.63
10:59:10,1.92,,,10:59:10,1.92
10:59:11,2.14,,,10:59:11,2.14
10:59:12,1.69,,,10:59:12,1.69
10:59:13,1.3,,,10:59:13,1.3
10:59:14,7.1,,,10:59:14,7.1
10:59:15,8.0,,,10:59:15,8.0
10:59:16,8.58,,,10:59:16,8.58
10:59:17,7.14,,,10:59:17,7.14
10:59:18,10.21,,,10:59:18,10.21
10:59:19,8.35,,,10:59:19,8.35
10:59:20,1.94,,,10:59:20,1.94
10:59:21,10.5,,,10:59:21,10.5
10:59:22,11.97,,,10:59:22,11.97
10:59:23,12.0,,,10:59:23,12.0
10:59:24,12.0,,,10:59:24,12.0
10:59:25,12.0,,,10:59:25,12.0
10:59:26,14.17,,,10:59:26,14.17
10:59:27,13.24,,,10:59:27,13.24
10:59:28,11.12,,,10:59:28,11.12
10:59:29,10.0,,,10:59:29,10.0
10:59:30,7.78,,,10:59:30,7.78
10:59:31,4.36,,,10:59:31,4.36
10:59:32,2.45,,,10:59:32,2.45
10:59:33,3.89,,,10:59:33,3.89
10:59:34,3.0,,,10:59:34,3.0
10:59:35,1.5,,,10:59:35,1.5
10:59:36,4.19,,,10:59:36,4.19
10:59:37,14.92,,,10:59:37,14.92
10:59:38,10.93,,,10:59:38,10.93
10:59:39,6.66,,,10:59:39,6.66
10:59:40,4.11,,,10:59:40,4.11
10:59:41,2.17,,,10:59:41,2.17
10:59:42,7.21,,,10:59:42,7.21
10:59:43,5.92,,,10:59:43,5.92
10:59:44,4.36,,,10:59:44,4.36
10:59:45,3.0,,,10:59:45,3.0
10:59:46,3.0,,,10:59:46,3.0
10:59:47,2.67,,,10:59:47,2.67
10:59:48,2.29,,,10:59:48,2.29
10:59:49,2.02,,,10:59:49,2.02
10:59:50,14.14,,,10:59:50,14.14
10:59:51,12.28,,,10:59:51,12.28
10:59:52,4.49,,,10:59:52,4.49
10:59:53,4.03,,,10:59:53,4.03
10:59:54,8.37,,,10:59:54,8.37
10:59:55,10.68,,,10:59:55,10.68
10:59:56,4.21,,,10:59:56,4.21
10:59:57,4.27,,,10:59:57,4.27
10:59:58,11.13,,,10:59:58,11.13
10:59:59,4.38,,,10:59:59,4.38
11:00:00,8.59,,,11:00:00,8.59
11:00:01,10.75,,,11:00:01,10.75
11:00:02,4.07,,,11:00:02,4.07
11:00:03,6.54,,,11:00:03,6.54
11:00:04,6.1,,,11:00:04,6.1
11:00:05,4.54,,,11:00:05,4.54
11:00:06,5.73,,,11:00:06,5.73
11:00:07,6.08,,,11:00:07,6.08
11:00:08,4.27,,,11:00:08,4.27
11:00:09,1.34,,,11:00:09,1.34
11:00:10,1.82,,,11:00:10,1.82
11:00:11,1.96,,,11:00:11,1.96
11:00:12,1.2,,,11:00:12,1.2
11:00:13,1.92,,,11:00:13,1.92
11:00:14,4.27,,,11:00:14,4.27
11:00:15,4.39,,,11:00:15,4.39
11:00:16,7.93,,,11:00:16,7.93
11:00:17,10.83,,,11:00:17,10.83
11:00:18,1.83,,,11:00:18,1.83
11:00:19,1.0,,,11:00:19,1.0
11:00:20,10.85,,,11:00:20,10.85
11:00:21,9.42,,,11:00:21,9.42
11:00:22,6.91,,,11:00:22,6.91
11:00:23,10.62,,,11:00:23,10.62
11:00:24,7.09,,,11:00:24,7.09
11:00:25,6.37,,,11:00:25,6.37
11:00:26,2.11,,,11:00:26,2.11
11:00:27,2.02,,,11:00:27,2.02
11:00:28,4.57,,,11:00:28,4.57
11:00:29,2.6,,,11:00:29,2.6
11:00:30,11.64,,,11:00:30,11.64
11:00:31,12.39,,,11:00:31,12.39
11:00:32,16.77,,,11:00:32,16.77
11:00:33,12.71,,,11:00:33,12.71
11:00:34,19.93,,,11:00:34,19.93
11:00:35,11.91,,,11:00:35,11.91
11:00:36,13.41,,,11:00:36,13.41
11:00:37,7.34,,,11:00:37,7.34
11:00:38,5.71,,,11:00:38,5.71
11:00:39,9.6,,,11:00:39,9.6
11:00:40,12.73,,,11:00:40,12.73
11:00:41,13.73,,,11:00:41,13.73
11:00:42,10.67,,,11:00:42,10.67
11:00:43,11.35,,,11:00:43,11.35
11:00:44,2.43,,,11:00:44,2.43
11:00:45,6.0,,,11:00:45,6.0
11:00:46,4.31,,,11:00:46,4.31
11:00:47,2.18,,,11:00:47,2.18
11:00:48,2.0,,,11:00:48,2.0
11:00:49,2.34,,,11:00:49,2.34
11:00:50,10.28,,,11:00:50,10.28
11:00:51,12.95,,,11:00:51,12.95
11:00:52,14.0,,,11:00:52,14.0
11:00:53,12.62,,,11:00:53,12.62
11:00:54,9.0,,,11:00:54,9.0
11:00:55,7.65,,,11:00:55,7.65
11:00:56,7.7,,,11:00:56,7.7
11:00:57,4.78,,,11:00:57,4.78
11:00:58,9.67,,,11:00:58,9.67
11:00:59,9.46,,,11:00:59,9.46
11:01:00,8.28,,,11:01:00,8.28
11:01:01,10.82,,,11:01:01,10.82
11:01:02,8.69,,,11:01:02,8.69
11:01:03,1.14,,,11:01:03,1.14
