Train Time,Train Bid_ask_spread,Test Time,Test Bid_ask_spread,Predicted Train Time,Predicted Bid_ask_spread
08:48:36,1.45,,,08:48:36,1.45
08:48:37,2.5,,,08:48:37,2.5
08:48:38,35.72,,,08:48:38,35.72
08:48:39,112.34,,,08:48:39,112.34
08:48:40,66.29,,,08:48:40,66.29
08:48:41,3.47,,,08:48:41,3.47
08:48:42,1.0,,,08:48:42,1.0
08:48:43,91.64,,,08:48:43,91.64
08:48:44,74.22,,,08:48:44,74.22
08:48:45,44.0,,,08:48:45,44.0
08:48:46,43.0,,,08:48:46,43.0
08:48:47,42.0,,,08:48:47,42.0
08:48:48,40.33,,,08:48:48,40.33
08:48:49,32.78,,,08:48:49,32.78
08:48:50,24.33,,,08:48:50,24.33
08:48:51,23.44,,,08:48:51,23.44
08:48:52,20.09,,,08:48:52,20.09
08:48:53,17.59,,,08:48:53,17.59
08:48:54,27.19,,,08:48:54,27.19
08:48:55,9.33,,,08:48:55,9.33
08:48:56,9.0,,,08:48:56,9.0
08:48:57,7.8,,,08:48:57,7.8
08:48:58,7.0,,,08:48:58,7.0
08:48:59,8.0,,,08:48:59,8.0
08:49:00,11.96,,,08:49:00,11.96
08:49:01,6.18,,,08:49:01,6.18
08:49:02,11.56,,,08:49:02,11.56
08:49:03,8.71,,,08:49:03,8.71
08:49:04,2.9,,,08:49:04,2.9
08:49:05,1.38,,,08:49:05,1.38
08:49:06,1.77,,,08:49:06,1.77
08:49:07,9.61,,,08:49:07,9.61
08:49:08,70.64,,,08:49:08,70.64
08:49:09,60.0,,,08:49:09,60.0
08:49:10,92.0,,,08:49:10,92.0
08:49:11,86.7,,,08:49:11,86.7
08:49:12,81.71,,,08:49:12,81.71
08:49:13,79.41,,,08:49:13,79.41
08:49:14,21.0,,,08:49:14,21.0
08:49:15,1.0,,,08:49:15,1.0
08:49:16,2.22,,,08:49:16,2.22
08:49:17,2.06,,,08:49:17,2.06
08:49:18,2.71,,,08:49:18,2.71
08:49:19,8.58,,,08:49:19,8.58
08:49:20,7.2,,,08:49:20,7.2
08:49:21,11.34,,,08:49:21,11.34
08:49:22,3.27,,,08:49:22,3.27
08:49:23,1.8,,,08:49:23,1.8
08:49:24,2.0,,,08:49:24,2.0
08:49:25,1.0,,,08:49:25,1.0
08:49:26,13.4,,,08:49:26,13.4
08:49:27,11.03,,,08:49:27,11.03
08:49:28,8.49,,,08:49:28,8.49
08:49:29,5.0,,,08:49:29,5.0
08:49:30,6.38,,,08:49:30,6.38
08:49:31,5.12,,,08:49:31,5.12
08:49:32,4.0,,,08:49:32,4.0
08:49:33,1.36,,,08:49:33,1.36
08:49:34,11.02,,,08:49:34,11.02
08:49:35,11.0,,,08:49:35,11.0
08:49:36,10.9,,,08:49:36,10.9
08:49:37,9.0,,,08:49:37,9.0
08:49:38,6.54,,,08:49:38,6.54
08:49:39,1.84,,,08:49:39,1.84
08:49:40,1.57,,,08:49:40,1.57
08:49:41,1.67,,,08:49:41,1.67
08:49:42,12.0,,,08:49:42,12.0
08:49:43,12.0,,,08:49:43,12.0
08:49:44,12.14,,,08:49:44,12.14
08:49:45,14.75,,,08:49:45,14.75
08:49:46,15.25,,,08:49:46,15.25
08:49:47,13.0,,,08:49:47,13.0
08:49:48,13.0,,,08:49:48,13.0
08:49:49,13.0,,,08:49:49,13.0
08:49:50,12.99,,,08:49:50,12.99
08:49:51,17.0,,,08:49:51,17.0
08:49:52,14.63,,,08:49:52,14.63
08:49:53,12.46,,,08:49:53,12.46
08:49:54,7.71,,,08:49:54,7.71
08:49:55,5.13,,,08:49:55,5.13
08:49:56,1.67,,,08:49:56,1.67
08:49:57,2.62,,,08:49:57,2.62
08:49:58,2.5,,,08:49:58,2.5
08:49:59,3.34,,,08:49:59,3.34
08:50:00,3.46,,,08:50:00,3.46
08:50:01,2.0,,,08:50:01,2.0
08:50:02,1.55,,,08:50:02,1.55
08:50:03,7.06,,,08:50:03,7.06
08:50:04,4.0,,,08:50:04,4.0
08:50:05,4.0,,,08:50:05,4.0
08:50:06,4.0,,,08:50:06,4.0
08:50:07,2.36,,,08:50:07,2.36
08:50:08,2.0,,,08:50:08,2.0
08:50:09,2.0,,,08:50:09,2.0
08:50:10,2.0,,,08:50:10,2.0
08:50:11,1.19,,,08:50:11,1.19
08:50:12,2.67,,,08:50:12,2.67
08:50:13,2.58,,,08:50:13,2.58
08:50:14,6.47,,,08:50:14,6.47
08:50:15,15.9,,,08:50:15,15.9
08:50:16,11.28,,,08:50:16,11.28
08:50:17,17.64,,,08:50:17,17.64
08:50:18,15.02,,,08:50:18,15.02
08:50:19,12.43,,,08:50:19,12.43
08:50:20,9.5,,,08:50:20,9.5
08:50:21,6.08,,,08:50:21,6.08
08:50:22,3.06,,,08:50:22,3.06
08:50:23,2.54,,,08:50:23,2.54
08:50:24,10.87,,,08:50:24,10.87
08:50:25,11.8,,,08:50:25,11.8
08:50:26,6.88,,,08:50:26,6.88
08:50:27,3.7,,,08:50:27,3.7
08:50:28,1.96,,,08:50:28,1.96
08:50:29,10.0,,,08:50:29,10.0
08:50:30,13.33,,,08:50:30,13.33
08:50:31,12.0,,,08:50:31,12.0
08:50:32,7.75,,,08:50:32,7.75
08:50:33,2.52,,,08:50:33,2.52
08:50:34,10.0,,,08:50:34,10.0
08:50:35,11.0,,,08:50:35,11.0
08:50:36,19.22,,,08:50:36,19.22
08:50:37,2.65,,,08:50:37,2.65
08:50:38,7.53,,,08:50:38,7.53
08:50:39,6.0,,,08:50:39,6.0
08:50:40,6.0,,,08:50:40,6.0
08:50:41,5.56,,,08:50:41,5.56
08:50:42,3.75,,,08:50:42,3.75
08:50:43,2.71,,,08:50:43,2.71
08:50:44,2.0,,,08:50:44,2.0
08:50:45,1.86,,,08:50:45,1.86
08:50:46,6.21,,,08:50:46,6.21
08:50:47,6.38,,,08:50:47,6.38
08:50:48,7.0,,,08:50:48,7.0
08:50:49,6.42,,,08:50:49,6.42
08:50:50,5.8,,,08:50:50,5.8
08:50:51,7.0,,,08:50:51,7.0
08:50:52,7.0,,,08:50:52,7.0
08:50:53,5.39,,,08:50:53,5.39
08:50:54,2.14,,,08:50:54,2.14
08:50:55,2.67,,,08:50:55,2.67
08:50:56,10.17,,,08:50:56,10.17
08:50:57,6.91,,,08:50:57,6.91
08:50:58,4.69,,,08:50:58,4.69
08:50:59,2.3,,,08:50:59,2.3
08:51:00,3.28,,,08:51:00,3.28
08:51:01,9.0,,,08:51:01,9.0
08:51:02,6.88,,,08:51:02,6.88
08:51:03,9.29,,,08:51:03,9.29
08:51:04,8.83,,,08:51:04,8.83
08:51:05,7.32,,,08:51:05,7.32
08:51:06,6.0,,,08:51:06,6.0
08:51:07,6.0,,,08:51:07,6.0
08:51:08,5.0,,,08:51:08,5.0
08:51:09,1.4,,,08:51:09,1.4
08:51:10,6.41,,,08:51:10,6.41
08:51:11,13.03,,,08:51:11,13.03
08:51:12,11.38,,,08:51:12,11.38
08:51:13,7.15,,,08:51:13,7.15
08:51:14,1.77,,,08:51:14,1.77
08:51:15,2.67,,,08:51:15,2.67
08:51:16,2.1,,,08:51:16,2.1
08:51:17,10.17,,,08:51:17,10.17
08:51:18,10.1,,,08:51:18,10.1
08:51:19,8.34,,,08:51:19,8.34
08:51:20,7.03,,,08:51:20,7.03
08:51:21,7.0,,,08:51:21,7.0
08:51:22,7.0,,,08:51:22,7.0
08:51:23,7.33,,,08:51:23,7.33
08:51:24,7.39,,,08:51:24,7.39
08:51:25,7.0,,,08:51:25,7.0
08:51:26,5.0,,,08:51:26,5.0
08:51:27,3.28,,,08:51:27,3.28
08:51:28,15.31,,,08:51:28,15.31
08:51:29,11.67,,,08:51:29,11.67
08:51:30,7.26,,,08:51:30,7.26
08:51:31,2.4,,,08:51:31,2.4
08:51:32,1.73,,,08:51:32,1.73
08:51:33,2.2,,,08:51:33,2.2
08:51:34,6.08,,,08:51:34,6.08
08:51:35,10.56,,,08:51:35,10.56
08:51:36,4.0,,,08:51:36,4.0
08:51:37,3.22,,,08:51:37,3.22
08:51:38,8.38,,,08:51:38,8.38
08:51:39,8.9,,,08:51:39,8.9
08:51:40,7.0,,,08:51:40,7.0
08:51:41,3.82,,,08:51:41,3.82
08:51:42,1.0,,,08:51:42,1.0
08:51:43,6.57,,,08:51:43,6.57
08:51:44,6.92,,,08:51:44,6.92
08:51:45,4.42,,,08:51:45,4.42
08:51:46,4.0,,,08:51:46,4.0
08:51:47,4.0,,,08:51:47,4.0
08:51:48,2.75,,,08:51:48,2.75
08:51:49,6.84,,,08:51:49,6.84
08:51:50,7.19,,,08:51:50,7.19
08:51:51,6.08,,,08:51:51,6.08
08:51:52,4.82,,,08:51:52,4.82
08:51:53,3.08,,,08:51:53,3.08
08:51:54,2.42,,,08:51:54,2.42
08:51:55,1.7,,,08:51:55,1.7
08:51:56,2.28,,,08:51:56,2.28
08:51:57,3.58,,,08:51:57,3.58
08:51:58,11.0,,,08:51:58,11.0
08:51:59,15.71,,,08:51:59,15.71
08:52:00,16.0,,,08:52:00,16.0
08:52:01,16.0,,,08:52:01,16.0
08:52:02,16.0,,,08:52:02,16.0
08:52:03,15.98,,,08:52:03,15.98
08:52:04,10.66,,,08:52:04,10.66
08:52:05,2.0,,,08:52:05,2.0
08:52:06,4.52,,,08:52:06,4.52
08:52:07,6.0,,,08:52:07,6.0
08:52:08,7.24,,,08:52:08,7.24
08:52:09,4.42,,,08:52:09,4.42
08:52:10,4.0,,,08:52:10,4.0
08:52:11,4.0,,,08:52:11,4.0
08:52:12,2.56,,,08:52:12,2.56
08:52:13,1.0,,,08:52:13,1.0
08:52:14,1.75,,,08:52:14,1.75
08:52:15,4.0,,,08:52:15,4.0
08:52:16,4.0,,,08:52:16,4.0
08:52:17,4.0,,,08:52:17,4.0
08:52:18,6.86,,,08:52:18,6.86
08:52:19,7.0,,,08:52:19,7.0
08:52:20,5.29,,,08:52:20,5.29
08:52:21,5.0,,,08:52:21,5.0
08:52:22,5.0,,,08:52:22,5.0
08:52:23,4.36,,,08:52:23,4.36
08:52:24,3.85,,,08:52:24,3.85
08:52:25,4.0,,,08:52:25,4.0
08:52:26,4.0,,,08:52:26,4.0
08:52:27,1.57,,,08:52:27,1.57
08:52:28,1.53,,,08:52:28,1.53
08:52:29,1.0,,,08:52:29,1.0
08:52:30,1.0,,,08:52:30,1.0
08:52:31,1.0,,,08:52:31,1.0
08:52:32,4.86,,,08:52:32,4.86
08:52:33,14.0,,,08:52:33,14.0
08:52:34,13.69,,,08:52:34,13.69
08:52:35,12.73,,,08:52:35,12.73
08:52:36,12.0,,,08:52:36,12.0
08:52:37,11.08,,,08:52:37,11.08
08:52:38,10.0,,,08:52:38,10.0
08:52:39,9.46,,,08:52:39,9.46
08:52:40,6.2,,,08:52:40,6.2
08:52:41,4.0,,,08:52:41,4.0
08:52:42,5.64,,,08:52:42,5.64
08:52:43,6.12,,,08:52:43,6.12
08:52:44,3.89,,,08:52:44,3.89
08:52:45,2.22,,,08:52:45,2.22
08:52:46,3.38,,,08:52:46,3.38
08:52:47,1.47,,,08:52:47,1.47
08:52:48,1.0,,,08:52:48,1.0
08:52:49,2.48,,,08:52:49,2.48
08:52:50,2.0,,,08:52:50,2.0
08:52:51,2.0,,,08:52:51,2.0
08:52:52,1.36,,,08:52:52,1.36
08:52:53,2.72,,,08:52:53,2.72
08:52:54,12.0,,,08:52:54,12.0
08:52:55,11.26,,,08:52:55,11.26
08:52:56,12.04,,,08:52:56,12.04
08:52:57,14.0,,,08:52:57,14.0
08:52:58,12.43,,,08:52:58,12.43
08:52:59,12.61,,,08:52:59,12.61
08:53:00,7.8,,,08:53:00,7.8
08:53:01,6.0,,,08:53:01,6.0
08:53:02,3.62,,,08:53:02,3.62
08:53:03,3.73,,,08:53:03,3.73
08:53:04,3.24,,,08:53:04,3.24
08:53:05,2.63,,,08:53:05,2.63
08:53:06,3.07,,,08:53:06,3.07
08:53:07,1.21,,,08:53:07,1.21
08:53:08,3.2,,,08:53:08,3.2
08:53:09,9.62,,,08:53:09,9.62
08:53:10,13.38,,,08:53:10,13.38
08:53:11,11.07,,,08:53:11,11.07
08:53:12,7.67,,,08:53:12,7.67
08:53:13,10.17,,,08:53:13,10.17
08:53:14,12.0,,,08:53:14,12.0
08:53:15,12.33,,,08:53:15,12.33
08:53:16,9.22,,,08:53:16,9.22
08:53:17,9.0,,,08:53:17,9.0
08:53:18,9.0,,,08:53:18,9.0
08:53:19,9.0,,,08:53:19,9.0
08:53:20,8.92,,,08:53:20,8.92
08:53:21,7.02,,,08:53:21,7.02
08:53:22,4.11,,,08:53:22,4.11
08:53:23,2.47,,,08:53:23,2.47
08:53:24,1.6,,,08:53:24,1.6
08:53:25,3.9,,,08:53:25,3.9
08:53:26,4.0,,,08:53:26,4.0
08:53:27,3.3,,,08:53:27,3.3
08:53:28,1.83,,,08:53:28,1.83
08:53:29,1.11,,,08:53:29,1.11
08:53:30,7.17,,,08:53:30,7.17
08:53:31,10.78,,,08:53:31,10.78
08:53:32,8.86,,,08:53:32,8.86
08:53:33,7.06,,,08:53:33,7.06
08:53:34,4.31,,,08:53:34,4.31
08:53:35,2.0,,,08:53:35,2.0
08:53:36,1.5,,,08:53:36,1.5
08:53:37,4.57,,,08:53:37,4.57
08:53:38,8.52,,,08:53:38,8.52
08:53:39,4.17,,,08:53:39,4.17
08:53:40,3.02,,,08:53:40,3.02
08:53:41,1.85,,,08:53:41,1.85
08:53:42,1.36,,,08:53:42,1.36
08:53:43,2.0,,,08:53:43,2.0
08:53:44,12.47,,,08:53:44,12.47
08:53:45,11.11,,,08:53:45,11.11
08:53:46,9.62,,,08:53:46,9.62
08:53:47,5.23,,,08:53:47,5.23
08:53:48,1.85,,,08:53:48,1.85
08:53:49,1.77,,,08:53:49,1.77
08:53:50,3.13,,,08:53:50,3.13
08:53:51,3.5,,,08:53:51,3.5
08:53:52,3.88,,,08:53:52,3.88
08:53:53,4.0,,,08:53:53,4.0
08:53:54,3.14,,,08:53:54,3.14
08:53:55,7.72,,,08:53:55,7.72
08:53:56,6.4,,,08:53:56,6.4
08:53:57,7.29,,,08:53:57,7.29
08:53:58,13.64,,,08:53:58,13.64
08:53:59,6.66,,,08:53:59,6.66
08:54:00,2.89,,,08:54:00,2.89
08:54:01,3.02,,,08:54:01,3.02
08:54:02,7.0,,,08:54:02,7.0
08:54:03,7.0,,,08:54:03,7.0
08:54:04,7.41,,,08:54:04,7.41
08:54:05,6.0,,,08:54:05,6.0
08:54:06,6.0,,,08:54:06,6.0
08:54:07,6.0,,,08:54:07,6.0
08:54:08,5.23,,,08:54:08,5.23
08:54:09,2.0,,,08:54:09,2.0
08:54:10,2.48,,,08:54:10,2.48
08:54:11,2.88,,,08:54:11,2.88
08:54:12,1.18,,,08:54:12,1.18
08:54:13,7.03,,,08:54:13,7.03
08:54:14,7.17,,,08:54:14,7.17
08:54:15,7.0,,,08:54:15,7.0
08:54:16,5.44,,,08:54:16,5.44
08:54:17,4.73,,,08:54:17,4.73
08:54:18,3.05,,,08:54:18,3.05
08:54:19,2.15,,,08:54:19,2.15
08:54:20,1.38,,,08:54:20,1.38
08:54:21,1.86,,,08:54:21,1.86
08:54:22,11.82,,,08:54:22,11.82
08:54:23,10.42,,,08:54:23,10.42
08:54:24,6.92,,,08:54:24,6.92
08:54:25,5.0,,,08:54:25,5.0
08:54:26,5.22,,,08:54:26,5.22
08:54:27,2.94,,,08:54:27,2.94
08:54:28,8.08,,,08:54:28,8.08
08:54:29,7.73,,,08:54:29,7.73
08:54:30,6.31,,,08:54:30,6.31
08:54:31,4.78,,,08:54:31,4.78
08:54:32,4.95,,,08:54:32,4.95
08:54:33,3.45,,,08:54:33,3.45
08:54:34,3.11,,,08:54:34,3.11
08:54:35,10.0,,,08:54:35,10.0
08:54:36,10.71,,,08:54:36,10.71
08:54:37,11.0,,,08:54:37,11.0
08:54:38,10.67,,,08:54:38,10.67
08:54:39,12.22,,,08:54:39,12.22
08:54:40,8.53,,,08:54:40,8.53
08:54:41,5.78,,,08:54:41,5.78
08:54:42,2.49,,,08:54:42,2.49
08:54:43,2.08,,,08:54:43,2.08
08:54:44,6.0,,,08:54:44,6.0
08:54:45,5.0,,,08:54:45,5.0
08:54:46,3.7,,,08:54:46,3.7
08:54:47,2.44,,,08:54:47,2.44
08:54:48,3.67,,,08:54:48,3.67
08:54:49,9.0,,,08:54:49,9.0
08:54:50,9.0,,,08:54:50,9.0
08:54:51,10.18,,,08:54:51,10.18
08:54:52,8.0,,,08:54:52,8.0
08:54:53,5.97,,,08:54:53,5.97
08:54:54,2.21,,,08:54:54,2.21
08:54:55,2.12,,,08:54:55,2.12
08:54:56,1.0,,,08:54:56,1.0
08:54:57,5.19,,,08:54:57,5.19
08:54:58,15.0,,,08:54:58,15.0
08:54:59,13.29,,,08:54:59,13.29
08:55:00,13.0,,,08:55:00,13.0
08:55:01,11.54,,,08:55:01,11.54
08:55:02,8.43,,,08:55:02,8.43
08:55:03,6.67,,,08:55:03,6.67
08:55:04,2.74,,,08:55:04,2.74
08:55:05,2.0,,,08:55:05,2.0
08:55:06,13.08,,,08:55:06,13.08
08:55:07,14.5,,,08:55:07,14.5
08:55:08,11.5,,,08:55:08,11.5
08:55:09,10.0,,,08:55:09,10.0
08:55:10,6.81,,,08:55:10,6.81
08:55:11,6.04,,,08:55:11,6.04
08:55:12,5.2,,,08:55:12,5.2
08:55:13,5.42,,,08:55:13,5.42
08:55:14,4.33,,,08:55:14,4.33
08:55:15,2.9,,,08:55:15,2.9
08:55:16,1.6,,,08:55:16,1.6
08:55:17,11.06,,,08:55:17,11.06
08:55:18,14.18,,,08:55:18,14.18
08:55:19,13.0,,,08:55:19,13.0
08:55:20,12.38,,,08:55:20,12.38
08:55:21,5.35,,,08:55:21,5.35
08:55:22,3.71,,,08:55:22,3.71
08:55:23,2.5,,,08:55:23,2.5
08:55:24,1.48,,,08:55:24,1.48
08:55:25,1.0,,,08:55:25,1.0
08:55:26,1.0,,,08:55:26,1.0
08:55:27,9.34,,,08:55:27,9.34
08:55:28,9.0,,,08:55:28,9.0
08:55:29,9.0,,,08:55:29,9.0
08:55:30,9.0,,,08:55:30,9.0
08:55:31,7.95,,,08:55:31,7.95
08:55:32,1.98,,,08:55:32,1.98
08:55:33,11.3,,,08:55:33,11.3
08:55:34,7.93,,,08:55:34,7.93
08:55:35,9.5,,,08:55:35,9.5
08:55:36,8.4,,,08:55:36,8.4
08:55:37,4.59,,,08:55:37,4.59
08:55:38,12.0,,,08:55:38,12.0
08:55:39,10.0,,,08:55:39,10.0
08:55:40,5.71,,,08:55:40,5.71
08:55:41,3.05,,,08:55:41,3.05
08:55:42,2.09,,,08:55:42,2.09
08:55:43,1.71,,,08:55:43,1.71
08:55:44,3.25,,,08:55:44,3.25
08:55:45,12.91,,,08:55:45,12.91
08:55:46,13.0,,,08:55:46,13.0
08:55:47,13.0,,,08:55:47,13.0
08:55:48,13.0,,,08:55:48,13.0
08:55:49,10.07,,,08:55:49,10.07
08:55:50,13.0,,,08:55:50,13.0
08:55:51,10.0,,,08:55:51,10.0
08:55:52,11.71,,,08:55:52,11.71
08:55:53,14.0,,,08:55:53,14.0
08:55:54,15.59,,,08:55:54,15.59
08:55:55,16.0,,,08:55:55,16.0
08:55:56,16.0,,,08:55:56,16.0
08:55:57,15.75,,,08:55:57,15.75
08:55:58,15.0,,,08:55:58,15.0
08:55:59,14.18,,,08:55:59,14.18
08:56:00,12.34,,,08:56:00,12.34
08:56:01,11.2,,,08:56:01,11.2
08:56:02,7.23,,,08:56:02,7.23
08:56:03,2.0,,,08:56:03,2.0
08:56:04,1.62,,,08:56:04,1.62
08:56:05,1.62,,,08:56:05,1.62
08:56:06,1.0,,,08:56:06,1.0
08:56:07,1.0,,,08:56:07,1.0
08:56:08,8.65,,,08:56:08,8.65
08:56:09,2.0,,,08:56:09,2.0
08:56:10,6.3,,,08:56:10,6.3
08:56:11,7.48,,,08:56:11,7.48
08:56:12,5.59,,,08:56:12,5.59
08:56:13,3.13,,,08:56:13,3.13
08:56:14,1.95,,,08:56:14,1.95
08:56:15,3.74,,,08:56:15,3.74
08:56:16,6.0,,,08:56:16,6.0
08:56:17,6.0,,,08:56:17,6.0
08:56:18,6.0,,,08:56:18,6.0
08:56:19,6.0,,,08:56:19,6.0
08:56:20,6.0,,,08:56:20,6.0
08:56:21,6.0,,,08:56:21,6.0
08:56:22,6.0,,,08:56:22,6.0
08:56:23,5.12,,,08:56:23,5.12
08:56:24,3.69,,,08:56:24,3.69
08:56:25,3.0,,,08:56:25,3.0
08:56:26,1.25,,,08:56:26,1.25
08:56:27,2.29,,,08:56:27,2.29
08:56:28,9.57,,,08:56:28,9.57
08:56:29,12.43,,,08:56:29,12.43
08:56:30,12.0,,,08:56:30,12.0
08:56:31,10.19,,,08:56:31,10.19
08:56:32,7.55,,,08:56:32,7.55
08:56:33,7.7,,,08:56:33,7.7
08:56:34,4.94,,,08:56:34,4.94
08:56:35,2.1,,,08:56:35,2.1
08:56:36,3.99,,,08:56:36,3.99
08:56:37,4.0,,,08:56:37,4.0
08:56:38,8.12,,,08:56:38,8.12
08:56:39,13.54,,,08:56:39,13.54
08:56:40,5.5,,,08:56:40,5.5
08:56:41,3.15,,,08:56:41,3.15
08:56:42,5.5,,,08:56:42,5.5
08:56:43,9.0,,,08:56:43,9.0
08:56:44,13.55,,,08:56:44,13.55
08:56:45,10.9,,,08:56:45,10.9
08:56:46,10.0,,,08:56:46,10.0
08:56:47,8.5,,,08:56:47,8.5
08:56:48,7.18,,,08:56:48,7.18
08:56:49,2.69,,,08:56:49,2.69
08:56:50,3.0,,,08:56:50,3.0
08:56:51,3.0,,,08:56:51,3.0
08:56:52,2.5,,,08:56:52,2.5
08:56:53,2.0,,,08:56:53,2.0
08:56:54,3.5,,,08:56:54,3.5
08:56:55,3.51,,,08:56:55,3.51
08:56:56,2.76,,,08:56:56,2.76
08:56:57,3.11,,,08:56:57,3.11
08:56:58,1.77,,,08:56:58,1.77
08:56:59,5.6,,,08:56:59,5.6
08:57:00,2.0,,,08:57:00,2.0
08:57:01,2.0,,,08:57:01,2.0
08:57:02,2.0,,,08:57:02,2.0
08:57:03,2.0,,,08:57:03,2.0
08:57:04,1.64,,,08:57:04,1.64
08:57:05,1.62,,,08:57:05,1.62
08:57:06,3.43,,,08:57:06,3.43
08:57:07,2.03,,,08:57:07,2.03
08:57:08,2.34,,,08:57:08,2.34
08:57:09,1.95,,,08:57:09,1.95
08:57:10,3.29,,,08:57:10,3.29
08:57:11,3.0,,,08:57:11,3.0
08:57:12,2.45,,,08:57:12,2.45
08:57:13,9.16,,,08:57:13,9.16
08:57:14,10.36,,,08:57:14,10.36
08:57:15,8.83,,,08:57:15,8.83
08:57:16,8.0,,,08:57:16,8.0
08:57:17,7.65,,,08:57:17,7.65
08:57:18,5.36,,,08:57:18,5.36
08:57:19,2.58,,,08:57:19,2.58
08:57:20,8.03,,,08:57:20,8.03
08:57:21,9.0,,,08:57:21,9.0
08:57:22,6.79,,,08:57:22,6.79
08:57:23,6.0,,,08:57:23,6.0
08:57:24,5.08,,,08:57:24,5.08
08:57:25,3.0,,,08:57:25,3.0
08:57:26,2.55,,,08:57:26,2.55
08:57:27,9.17,,,08:57:27,9.17
08:57:28,6.84,,,08:57:28,6.84
08:57:29,4.2,,,08:57:29,4.2
08:57:30,2.67,,,08:57:30,2.67
08:57:31,8.73,,,08:57:31,8.73
08:57:32,7.45,,,08:57:32,7.45
08:57:33,6.25,,,08:57:33,6.25
08:57:34,1.31,,,08:57:34,1.31
08:57:35,3.59,,,08:57:35,3.59
08:57:36,10.0,,,08:57:36,10.0
08:57:37,15.67,,,08:57:37,15.67
08:57:38,12.75,,,08:57:38,12.75
08:57:39,12.0,,,08:57:39,12.0
08:57:40,15.3,,,08:57:40,15.3
08:57:41,11.53,,,08:57:41,11.53
08:57:42,7.88,,,08:57:42,7.88
08:57:43,5.81,,,08:57:43,5.81
08:57:44,3.69,,,08:57:44,3.69
08:57:45,4.97,,,08:57:45,4.97
08:57:46,2.78,,,08:57:46,2.78
08:57:47,1.0,,,08:57:47,1.0
08:57:48,1.98,,,08:57:48,1.98
08:57:49,5.04,,,08:57:49,5.04
08:57:50,5.7,,,08:57:50,5.7
08:57:51,3.8,,,08:57:51,3.8
08:57:52,1.21,,,08:57:52,1.21
08:57:53,5.38,,,08:57:53,5.38
08:57:54,4.92,,,08:57:54,4.92
08:57:55,2.51,,,08:57:55,2.51
08:57:56,5.36,,,08:57:56,5.36
08:57:57,2.02,,,08:57:57,2.02
08:57:58,1.0,,,08:57:58,1.0
08:57:59,2.0,,,08:57:59,2.0
08:58:00,1.53,,,08:58:00,1.53
08:58:01,1.0,,,08:58:01,1.0
08:58:02,12.16,,,08:58:02,12.16
08:58:03,11.4,,,08:58:03,11.4
08:58:04,9.97,,,08:58:04,9.97
08:58:05,10.0,,,08:58:05,10.0
08:58:06,7.46,,,08:58:06,7.46
08:58:07,4.81,,,08:58:07,4.81
08:58:08,4.27,,,08:58:08,4.27
08:58:09,4.71,,,08:58:09,4.71
08:58:10,11.0,,,08:58:10,11.0
08:58:11,10.17,,,08:58:11,10.17
08:58:12,9.06,,,08:58:12,9.06
08:58:13,4.41,,,08:58:13,4.41
08:58:14,6.61,,,08:58:14,6.61
08:58:15,6.56,,,08:58:15,6.56
08:58:16,1.98,,,08:58:16,1.98
08:58:17,9.67,,,08:58:17,9.67
08:58:18,11.83,,,08:58:18,11.83
08:58:19,9.92,,,08:58:19,9.92
08:58:20,11.34,,,08:58:20,11.34
08:58:21,9.53,,,08:58:21,9.53
08:58:22,2.86,,,08:58:22,2.86
08:58:23,3.77,,,08:58:23,3.77
08:58:24,13.33,,,08:58:24,13.33
08:58:25,13.93,,,08:58:25,13.93
08:58:26,18.67,,,08:58:26,18.67
08:58:27,17.36,,,08:58:27,17.36
08:58:28,5.0,,,08:58:28,5.0
08:58:29,4.12,,,08:58:29,4.12
08:58:30,3.54,,,08:58:30,3.54
08:58:31,1.36,,,08:58:31,1.36
08:58:32,1.0,,,08:58:32,1.0
08:58:33,2.09,,,08:58:33,2.09
08:58:34,4.0,,,08:58:34,4.0
08:58:35,2.53,,,08:58:35,2.53
08:58:36,1.88,,,08:58:36,1.88
08:58:37,3.09,,,08:58:37,3.09
08:58:38,3.87,,,08:58:38,3.87
08:58:39,12.29,,,08:58:39,12.29
08:58:40,18.94,,,08:58:40,18.94
08:58:41,20.47,,,08:58:41,20.47
08:58:42,17.33,,,08:58:42,17.33
08:58:43,14.35,,,08:58:43,14.35
08:58:44,11.55,,,08:58:44,11.55
08:58:45,10.0,,,08:58:45,10.0
08:58:46,9.0,,,08:58:46,9.0
08:58:47,7.89,,,08:58:47,7.89
08:58:48,7.74,,,08:58:48,7.74
08:58:49,5.52,,,08:58:49,5.52
08:58:50,3.82,,,08:58:50,3.82
08:58:51,2.28,,,08:58:51,2.28
08:58:52,3.5,,,08:58:52,3.5
08:58:53,1.69,,,08:58:53,1.69
08:58:54,4.0,,,08:58:54,4.0
08:58:55,6.88,,,08:58:55,6.88
08:58:56,7.77,,,08:58:56,7.77
08:58:57,5.14,,,08:58:57,5.14
08:58:58,3.0,,,08:58:58,3.0
08:58:59,2.04,,,08:58:59,2.04
08:59:00,5.27,,,08:59:00,5.27
08:59:01,12.85,,,08:59:01,12.85
08:59:02,11.76,,,08:59:02,11.76
08:59:03,7.0,,,08:59:03,7.0
08:59:04,7.0,,,08:59:04,7.0
08:59:05,10.4,,,08:59:05,10.4
08:59:06,1.5,,,08:59:06,1.5
08:59:07,2.0,,,08:59:07,2.0
08:59:08,2.0,,,08:59:08,2.0
