Time,Bid1,Bid2,Ask1,Ask2,Mid-Price,Total_volume,Bid_ask_spread,Order_imbalance
12:43:57,"[119.0, 24]","[87.62, 39]","[174.0, 32]","[176.0, 8]",146.5,103,55.0,0.22
12:43:58,"[133.0, 24]","[122.0, 48]","[304.62, 29]","[430.27, 11]",218.81,112,171.62,0.29
12:43:59,"[139.21, 24]","[116.29, 38]","[299.98, 44]","[384.95, 38]",219.59,144,160.77,-0.14
12:44:00,"[141.36, 56]","[138.45, 88]","[267.71, 73]","[419.76, 63]",204.53,280,126.36,0.03
12:44:01,"[175.8, 20]","[170.8, 80]","[263.47, 43]","[266.04, 46]",219.63,189,87.67,0.06
12:44:02,"[176.62, 16]","[174.88, 16]","[195.96, 26]","[245.38, 37]",186.29,95,19.34,-0.33
12:44:03,"[177.0, 16]","[176.0, 16]","[179.08, 38]","[180.16, 25]",178.04,95,2.08,-0.33
12:44:04,"[177.0, 14]","[176.0, 14]","[178.29, 35]","[180.0, 21]",177.64,84,1.29,-0.33
12:44:05,"[177.31, 26]","[176.31, 26]","[181.0, 39]","[474.0, 13]",179.15,104,3.69,0.0
12:44:06,"[178.12, 25]","[177.08, 24]","[181.0, 12]","[328.69, 32]",179.56,93,2.88,0.05
12:44:07,"[179.25, 24]","[177.95, 19]","[321.31, 13]","[478.44, 27]",250.28,83,142.06,0.04
12:44:08,"[179.57, 28]","[173.47, 30]","[355.5, 32]","[431.81, 42]",267.54,132,175.93,-0.12
12:44:09,"[177.15, 20]","[157.08, 24]","[178.69, 13]","[311.69, 39]",177.92,96,1.54,-0.08
12:44:10,"[179.0, 8]","[157.47, 15]","[286.83, 12]","[404.36, 28]",232.92,63,107.83,-0.27
12:44:11,"[185.11, 36]","[183.91, 32]","[306.25, 8]","[309.0, 24]",245.68,100,121.14,0.36
12:44:12,"[185.0, 121]","[178.0, 14]","[305.91, 11]","[309.0, 33]",245.45,179,120.91,0.51
12:44:13,"[185.0, 99]","[182.5, 16]","[262.5, 14]","[346.62, 32]",223.75,161,77.5,0.43
12:44:14,"[185.0, 46]","[184.0, 11]","[304.45, 11]","[350.0, 33]",244.73,101,119.45,0.13
12:44:15,"[185.11, 36]","[184.5, 16]","[263.88, 24]","[281.5, 16]",224.49,92,78.76,0.13
12:44:16,"[186.62, 32]","[185.29, 34]","[261.36, 11]","[264.0, 33]",223.99,110,74.74,0.2
12:44:17,"[187.2, 30]","[185.88, 32]","[258.06, 63]","[305.3, 23]",222.63,148,70.86,-0.16
12:44:18,"[185.9, 20]","[184.63, 19]","[252.04, 46]","[257.89, 18]",218.97,103,66.14,-0.24
12:44:19,"[185.25, 61]","[182.6, 95]","[254.51, 67]","[256.85, 39]",219.88,262,69.26,0.19
12:44:20,"[188.0, 156]","[185.0, 62]","[250.25, 44]","[252.51, 57]",219.12,319,62.25,0.37
12:44:21,"[188.0, 178]","[185.0, 72]","[191.1, 49]","[197.45, 38]",189.55,337,3.1,0.48
12:44:22,"[188.0, 106]","[185.0, 84]","[189.0, 28]","[190.93, 70]",188.5,288,1.0,0.32
12:44:23,"[185.75, 32]","[184.62, 48]","[190.5, 40]","[357.76, 37]",188.12,157,4.75,0.02
12:44:24,"[183.73, 44]","[183.5, 32]","[190.42, 60]","[396.78, 45]",187.07,181,6.69,-0.16
12:44:25,"[183.0, 65]","[182.0, 20]","[188.79, 34]","[236.41, 41]",185.9,160,5.79,0.06
12:44:26,"[183.0, 36]","[182.0, 12]","[184.91, 22]","[188.14, 14]",183.95,84,1.91,0.14
12:44:27,"[183.0, 14]","[182.0, 18]","[198.11, 18]","[288.44, 32]",190.56,82,15.11,-0.22
12:44:28,"[183.0, 10]","[182.0, 20]","[274.92, 24]","[415.12, 40]",228.96,94,91.92,-0.36
12:44:29,"[186.43, 7]","[182.4, 10]","[696.68, 31]","[757.92, 25]",441.55,73,510.25,-0.53
12:44:30,"[189.0, 7]","[183.0, 7]","[269.71, 35]","[461.43, 21]",229.36,70,80.71,-0.6
12:44:31,"[189.0, 10]","[183.0, 10]","[333.3, 50]","[490.0, 30]",261.15,100,144.3,-0.6
12:44:32,"[189.0, 7]","[183.0, 7]","[375.43, 23]","[465.44, 27]",282.22,64,186.43,-0.56
12:44:33,"[189.0, 9]","[183.0, 9]","[335.0, 9]","[362.27, 41]",262.0,68,146.0,-0.47
12:44:34,"[180.32, 28]","[130.33, 43]","[245.67, 18]","[343.27, 33]",212.99,122,65.35,0.16
12:44:35,"[185.0, 77]","[130.78, 23]","[387.57, 21]","[481.51, 39]",286.29,160,202.57,0.25
12:44:36,"[185.0, 35]","[80.0, 16]","[420.41, 22]","[501.53, 34]",302.7,107,235.41,-0.05
12:44:37,"[185.85, 26]","[168.45, 44]","[353.82, 11]","[454.59, 41]",269.83,122,167.97,0.15
12:44:38,"[187.09, 22]","[185.0, 44]","[398.2, 35]","[440.5, 38]",292.65,139,211.11,-0.05
12:44:39,"[189.94, 36]","[185.0, 73]","[391.6, 88]","[419.94, 54]",290.77,251,201.66,-0.13
12:44:40,"[191.0, 20]","[185.0, 50]","[375.9, 41]","[430.17, 30]",283.45,141,184.9,-0.01
12:44:41,"[191.0, 24]","[185.0, 60]","[421.21, 53]","[433.28, 32]",306.1,169,230.21,-0.01
12:44:42,"[191.0, 22]","[185.0, 28]","[292.8, 49]","[335.82, 39]",241.9,138,101.8,-0.28
12:44:43,"[188.27, 11]","[183.26, 46]","[282.12, 40]","[335.0, 18]",235.2,115,93.85,-0.01
12:44:44,"[183.1, 78]","[150.7, 87]","[250.23, 64]","[267.46, 65]",216.67,294,67.13,0.12
12:44:45,"[183.54, 65]","[141.64, 55]","[247.75, 44]","[248.73, 37]",215.64,201,64.21,0.19
12:44:46,"[183.36, 33]","[155.37, 57]","[244.21, 48]","[245.2, 45]",213.79,183,60.84,-0.02
12:44:47,"[160.5, 60]","[137.34, 35]","[240.68, 60]","[241.64, 67]",200.59,222,80.18,-0.14
12:44:48,"[151.95, 61]","[114.97, 58]","[206.39, 44]","[221.19, 58]",179.17,221,54.44,0.08
12:44:49,"[176.67, 49]","[120.54, 48]","[184.59, 41]","[225.33, 42]",180.63,180,7.91,0.08
12:44:50,"[148.95, 74]","[128.67, 52]","[182.04, 76]","[364.49, 57]",165.49,259,33.09,-0.03
12:44:51,"[126.93, 56]","[102.07, 15]","[178.0, 20]","[179.0, 50]",152.46,141,51.07,0.01
12:44:52,"[152.0, 35]","[145.0, 7]","[178.2, 10]","[179.21, 19]",165.1,71,26.2,0.18
12:44:53,"[152.0, 55]","[123.29, 21]","[176.65, 20]","[184.58, 12]",164.32,108,24.65,0.41
12:44:54,"[157.89, 57]","[130.39, 61]","[442.82, 34]","[556.33, 24]",300.36,176,284.93,0.34
12:44:55,"[181.74, 38]","[167.26, 57]","[412.25, 32]","[530.73, 22]",296.99,149,230.51,0.28
12:44:56,"[178.67, 3]","[176.5, 8]","[365.0, 6]","[423.0, 12]",271.83,29,186.33,-0.24
12:44:57,"[179.0, 10]","[166.71, 17]","[332.69, 26]","[491.06, 34]",255.85,87,153.69,-0.38
12:44:58,"[156.07, 43]","[154.1, 29]","[228.53, 19]","[467.7, 20]",192.3,111,72.46,0.3
12:44:59,"[182.82, 22]","[168.12, 50]","[228.0, 24]","[266.5, 28]",205.41,124,45.18,0.16
12:45:00,"[182.0, 87]","[124.71, 31]","[219.79, 34]","[369.26, 39]",200.9,191,37.79,0.24
12:45:01,"[182.83, 42]","[181.75, 36]","[218.0, 18]","[510.0, 24]",200.42,120,35.17,0.3
12:45:02,"[183.0, 49]","[182.0, 63]","[216.45, 31]","[458.12, 34]",199.73,177,33.45,0.27
12:45:03,"[182.23, 53]","[161.9, 42]","[214.11, 63]","[215.76, 41]",198.17,199,31.88,-0.05
12:45:04,"[182.0, 8]","[159.38, 13]","[213.0, 24]","[214.0, 40]",197.5,85,31.0,-0.51
12:45:05,"[182.0, 8]","[145.0, 8]","[212.38, 24]","[214.0, 40]",197.19,80,30.38,-0.6
12:45:06,"[182.0, 9]","[128.3, 57]","[212.0, 27]","[214.0, 45]",197.0,138,30.0,-0.04
12:45:07,"[182.67, 12]","[132.05, 41]","[210.67, 36]","[214.0, 60]",196.67,149,28.0,-0.29
12:45:08,"[177.11, 18]","[144.61, 56]","[195.78, 32]","[208.97, 38]",186.45,144,18.67,0.03
12:45:09,"[149.56, 54]","[126.39, 62]","[177.05, 40]","[179.43, 14]",163.3,170,27.49,0.36
12:45:10,"[122.27, 45]","[97.7, 46]","[180.38, 13]","[364.4, 25]",151.33,129,58.12,0.41
12:45:11,"[120.12, 32]","[98.5, 48]","[180.78, 27]","[322.6, 25]",150.45,132,60.65,0.21
12:45:12,"[121.0, 30]","[93.0, 70]","[179.0, 36]","[179.92, 36]",150.0,172,58.0,0.16
12:45:13,"[122.44, 27]","[87.31, 59]","[176.52, 21]","[178.89, 37]",149.48,144,54.08,0.19
12:45:14,"[126.0, 48]","[124.73, 37]","[176.0, 70]","[177.0, 14]",151.0,169,50.0,0.01
12:45:15,"[156.31, 26]","[162.82, 33]","[175.96, 47]","[179.24, 33]",166.13,139,19.65,-0.15
12:45:16,"[172.09, 11]","[171.0, 33]","[174.45, 11]","[176.0, 55]",173.27,110,2.36,-0.2
12:45:17,"[173.43, 7]","[171.0, 21]","[175.94, 31]","[179.91, 23]",174.68,82,2.51,-0.32
12:45:18,"[154.92, 39]","[119.85, 46]","[176.53, 30]","[179.88, 43]",165.73,158,21.61,0.08
12:45:19,"[166.11, 61]","[153.7, 81]","[177.08, 52]","[179.88, 43]",171.6,237,10.96,0.2
12:45:20,"[173.84, 92]","[172.88, 72]","[177.0, 48]","[181.0, 36]",175.42,248,3.16,0.32
12:45:21,"[176.0, 96]","[171.53, 141]","[258.09, 95]","[351.14, 70]",217.05,402,82.09,0.18
12:45:22,"[184.86, 114]","[176.8, 30]","[309.58, 59]","[352.78, 55]",247.22,258,124.72,0.12
12:45:23,"[185.78, 41]","[184.66, 95]","[256.14, 49]","[338.29, 56]",220.96,241,70.36,0.13
12:45:24,"[185.76, 21]","[184.82, 44]","[188.27, 11]","[210.71, 14]",187.02,90,2.51,0.44
12:45:25,"[185.0, 52]","[183.0, 16]","[189.0, 12]","[341.0, 8]",187.0,88,4.0,0.55
12:45:26,"[185.0, 113]","[183.0, 44]","[189.0, 33]","[254.7, 40]",187.0,230,4.0,0.37
12:45:27,"[185.0, 70]","[183.0, 28]","[189.0, 21]","[238.29, 14]",187.0,133,4.0,0.47
12:45:28,"[185.93, 58]","[184.48, 61]","[189.0, 30]","[299.0, 20]",187.47,169,3.07,0.41
12:45:29,"[188.0, 30]","[185.0, 70]","[413.95, 39]","[535.61, 38]",300.97,177,225.95,0.13
12:45:30,"[188.0, 12]","[185.0, 28]","[239.0, 12]","[328.0, 16]",213.5,68,51.0,0.18
12:45:31,"[185.56, 32]","[183.61, 46]","[239.0, 30]","[303.22, 46]",212.28,154,53.44,0.01
12:45:32,"[188.61, 31]","[184.68, 25]","[315.31, 26]","[466.29, 34]",251.96,116,126.69,-0.03
12:45:33,"[189.06, 34]","[187.0, 28]","[561.84, 38]","[670.82, 34]",375.45,134,372.78,-0.07
12:45:34,"[187.0, 12]","[186.14, 35]","[393.6, 40]","[749.29, 41]",290.3,128,206.6,-0.27
12:45:35,"[182.57, 14]","[164.6, 20]","[263.0, 24]","[282.0, 30]",222.79,88,80.43,-0.23
12:45:36,"[182.23, 35]","[169.9, 20]","[263.0, 36]","[282.0, 45]",222.61,136,80.77,-0.19
12:45:37,"[183.25, 16]","[173.41, 17]","[247.9, 30]","[327.73, 30]",215.57,93,64.65,-0.29
12:45:38,"[144.45, 49]","[123.0, 24]","[280.27, 33]","[481.49, 47]",212.36,153,135.82,-0.05
12:45:39,"[135.14, 21]","[132.33, 21]","[256.93, 28]","[278.22, 27]",196.04,97,121.79,-0.13
12:45:40,"[135.0, 20]","[123.37, 41]","[177.0, 20]","[233.24, 34]",156.0,115,42.0,0.06
12:45:41,"[139.16, 50]","[133.03, 29]","[176.0, 33]","[177.0, 22]",157.58,134,36.84,0.18
12:45:42,"[160.6, 20]","[140.57, 28]","[175.96, 24]","[177.71, 35]",168.28,107,15.36,-0.1
12:45:43,"[156.3, 20]","[152.23, 13]","[175.0, 16]","[177.0, 16]",165.65,65,18.7,0.02
12:45:44,"[161.62, 26]","[155.87, 30]","[177.19, 26]","[222.17, 24]",169.4,106,15.58,0.06
12:45:45,"[164.05, 19]","[161.36, 11]","[204.6, 30]","[339.38, 16]",184.33,76,40.55,-0.21
12:45:46,"[178.39, 31]","[175.25, 24]","[234.77, 39]","[567.0, 13]",206.58,107,56.38,0.03
12:45:47,"[184.5, 22]","[183.69, 29]","[199.0, 36]","[413.0, 12]",191.75,99,14.5,0.03
12:45:48,"[187.83, 46]","[186.45, 22]","[256.75, 16]","[466.88, 16]",222.29,100,68.92,0.36
12:45:49,"[188.28, 36]","[187.64, 88]","[328.87, 45]","[463.42, 24]",258.57,193,140.59,0.28
12:45:50,"[190.31, 13]","[188.0, 91]","[307.89, 46]","[311.7, 40]",249.1,190,117.58,0.09
12:45:51,"[191.0, 9]","[188.0, 63]","[274.65, 37]","[283.79, 38]",232.82,147,83.65,-0.02
12:45:52,"[187.37, 59]","[187.03, 66]","[209.75, 48]","[211.25, 48]",198.56,221,22.38,0.13
12:45:53,"[187.0, 88]","[186.0, 11]","[207.1, 41]","[209.15, 41]",197.05,181,20.1,0.09
12:45:54,"[187.0, 70]","[186.0, 9]","[204.11, 36]","[205.56, 36]",195.56,151,17.11,0.05
12:45:55,"[187.0, 80]","[186.0, 15]","[201.13, 45]","[201.6, 60]",194.07,200,14.13,-0.05
12:45:56,"[187.0, 9]","[186.0, 9]","[196.33, 36]","[197.13, 30]",191.67,84,9.33,-0.57
12:45:57,"[182.1, 42]","[181.11, 45]","[194.39, 23]","[195.54, 41]",188.24,151,12.3,0.15
12:45:58,"[181.65, 34]","[171.61, 46]","[190.62, 52]","[191.45, 31]",186.13,163,8.97,-0.02
12:45:59,"[183.61, 46]","[160.8, 15]","[189.55, 44]","[190.85, 41]",186.58,146,5.94,-0.16
12:46:00,"[185.34, 38]","[182.9, 40]","[187.18, 65]","[190.5, 20]",186.26,163,1.84,-0.04
12:46:01,"[184.0, 17]","[182.0, 16]","[185.0, 32]","[469.92, 36]",184.5,101,1.0,-0.35
12:46:02,"[183.6, 20]","[181.8, 20]","[185.0, 40]","[437.97, 31]",184.3,111,1.4,-0.28
12:46:03,"[182.0, 20]","[181.0, 20]","[183.77, 26]","[205.98, 43]",182.88,109,1.77,-0.27
12:46:04,"[181.71, 34]","[179.11, 28]","[182.85, 26]","[224.02, 55]",182.28,143,1.14,-0.13
12:46:05,"[181.0, 24]","[154.0, 12]","[196.57, 28]","[241.55, 55]",188.79,119,15.57,-0.39
12:46:06,"[181.0, 8]","[155.4, 10]","[232.0, 16]","[247.0, 20]",206.5,54,51.0,-0.33
12:46:07,"[182.36, 22]","[181.88, 32]","[237.19, 26]","[393.5, 28]",209.78,108,54.83,0.0
12:46:08,"[183.0, 12]","[181.64, 22]","[224.5, 30]","[711.0, 24]",203.75,88,41.5,-0.23
12:46:09,"[187.11, 18]","[186.09, 22]","[325.82, 55]","[704.64, 44]",256.46,139,138.71,-0.42
12:46:10,"[188.0, 7]","[187.0, 14]","[372.57, 35]","[544.71, 31]",280.29,87,184.57,-0.52
12:46:11,"[188.78, 18]","[187.47, 15]","[265.96, 47]","[410.0, 55]",227.37,135,77.18,-0.51
12:46:12,"[189.5, 24]","[188.0, 12]","[245.38, 13]","[260.92, 50]",217.44,99,55.88,-0.27
12:46:13,"[190.0, 22]","[188.0, 11]","[201.18, 11]","[277.73, 51]",195.59,95,11.18,-0.31
12:46:14,"[187.25, 72]","[186.4, 15]","[201.0, 9]","[383.91, 34]",194.12,130,13.75,0.34
12:46:15,"[187.0, 83]","[186.0, 26]","[199.15, 13]","[233.16, 57]",193.08,179,12.15,0.22
12:46:16,"[187.45, 22]","[186.94, 64]","[198.07, 15]","[240.44, 36]",192.76,137,10.61,0.26
12:46:17,"[187.09, 23]","[186.46, 26]","[196.67, 9]","[198.0, 18]",191.88,76,9.58,0.29
12:46:18,"[187.0, 26]","[186.0, 18]","[195.2, 15]","[244.29, 28]",191.1,87,8.2,0.01
12:46:19,"[187.0, 20]","[185.73, 22]","[193.48, 21]","[244.27, 41]",190.24,104,6.48,-0.19
12:46:20,"[185.5, 40]","[183.69, 26]","[191.0, 45]","[192.0, 30]",188.25,141,5.5,-0.06
12:46:21,"[187.0, 82]","[184.0, 36]","[189.55, 29]","[191.05, 41]",188.28,188,2.55,0.26
12:46:22,"[187.0, 16]","[184.0, 60]","[188.0, 30]","[345.03, 37]",187.5,143,1.0,0.06
12:46:23,"[185.2, 10]","[183.83, 29]","[188.0, 15]","[252.0, 25]",186.6,79,2.8,-0.01
12:46:24,"[184.0, 42]","[183.0, 35]","[187.14, 21]","[252.0, 35]",185.57,133,3.14,0.16
12:46:25,"[184.0, 42]","[183.0, 35]","[186.14, 21]","[395.0, 35]",185.07,133,2.14,0.16
12:46:26,"[184.0, 48]","[183.0, 40]","[185.0, 24]","[348.96, 26]",184.5,138,1.0,0.28
12:46:27,"[184.0, 60]","[183.0, 50]","[258.62, 32]","[332.54, 28]",221.31,170,74.62,0.29
12:46:28,"[184.0, 72]","[183.0, 60]","[240.2, 25]","[241.62, 21]",212.1,178,56.2,0.48
12:46:29,"[184.0, 84]","[183.0, 70]","[204.62, 21]","[205.54, 24]",194.31,199,20.62,0.55
12:46:30,"[184.0, 54]","[183.0, 45]","[194.64, 11]","[197.62, 16]",189.32,126,10.64,0.57
12:46:31,"[184.06, 51]","[183.13, 46]","[194.0, 18]","[195.0, 9]",189.03,124,9.94,0.56
12:46:32,"[185.78, 18]","[184.0, 54]","[194.0, 18]","[195.0, 9]",189.89,99,8.22,0.45
12:46:33,"[187.0, 18]","[184.22, 54]","[193.56, 18]","[195.0, 9]",190.28,99,6.56,0.45
12:46:34,"[184.82, 33]","[183.75, 72]","[192.63, 19]","[193.6, 20]",188.72,144,7.81,0.46
12:46:35,"[185.0, 11]","[184.0, 46]","[191.05, 21]","[192.17, 12]",188.02,90,6.05,0.27
12:46:36,"[184.85, 39]","[182.53, 64]","[188.71, 17]","[349.37, 35]",186.78,155,3.86,0.33
12:46:37,"[182.44, 36]","[181.44, 18]","[185.93, 14]","[344.11, 18]",184.19,86,3.48,0.26
12:46:38,"[183.52, 23]","[182.29, 14]","[185.0, 7]","[260.17, 12]",184.26,56,1.48,0.32
12:46:39,"[184.0, 21]","[183.0, 14]","[200.27, 11]","[360.95, 20]",192.14,66,16.27,0.06
12:46:40,"[183.2, 5]","[182.11, 19]","[213.0, 15]","[644.0, 15]",198.1,54,29.8,-0.11
12:46:41,"[184.73, 26]","[182.28, 83]","[213.0, 30]","[541.23, 26]",198.87,165,28.27,0.32
12:46:42,"[188.78, 51]","[187.78, 93]","[351.0, 21]","[560.5, 24]",269.89,189,162.22,0.52
12:46:43,"[190.0, 25]","[188.0, 55]","[429.62, 13]","[534.29, 14]",309.81,107,239.62,0.5
12:46:44,"[188.0, 99]","[184.56, 9]","[311.91, 23]","[380.86, 37]",249.96,168,123.91,0.29
12:46:45,"[188.0, 154]","[185.0, 14]","[233.56, 39]","[293.82, 67]",210.78,274,45.56,0.23
12:46:46,"[188.0, 75]","[185.0, 9]","[238.69, 26]","[292.35, 43]",213.35,153,50.69,0.1
12:46:47,"[188.0, 72]","[185.0, 9]","[254.32, 41]","[311.86, 37]",221.16,159,66.32,0.02
12:46:48,"[188.0, 40]","[186.8, 10]","[240.94, 48]","[241.84, 32]",214.47,130,52.94,-0.23
12:46:49,"[188.0, 42]","[187.0, 14]","[239.93, 42]","[241.0, 70]",213.96,168,51.93,-0.33
12:46:50,"[188.0, 48]","[187.0, 16]","[236.75, 80]","[239.0, 48]",212.38,192,48.75,-0.33
12:46:51,"[188.0, 36]","[187.0, 12]","[228.75, 57]","[237.81, 42]",208.38,147,40.75,-0.35
12:46:52,"[188.0, 30]","[187.0, 10]","[234.87, 47]","[238.38, 32]",211.44,119,46.87,-0.33
12:46:53,"[188.0, 33]","[187.0, 11]","[233.33, 45]","[235.98, 43]",210.67,132,45.33,-0.33
12:46:54,"[188.0, 38]","[187.0, 13]","[224.88, 51]","[233.67, 45]",206.44,147,36.88,-0.31
12:46:55,"[188.0, 24]","[187.0, 12]","[220.64, 22]","[222.29, 42]",204.32,100,32.64,-0.28
12:46:56,"[188.0, 30]","[187.0, 15]","[215.84, 45]","[216.45, 31]",201.92,121,27.84,-0.26
12:46:57,"[188.0, 25]","[187.0, 14]","[210.65, 20]","[211.24, 38]",199.32,97,22.65,-0.2
12:46:58,"[188.0, 12]","[187.0, 12]","[205.68, 28]","[207.65, 46]",196.84,98,17.68,-0.51
12:46:59,"[186.07, 15]","[184.8, 20]","[204.0, 30]","[205.0, 30]",195.03,95,17.93,-0.26
12:47:00,"[184.88, 16]","[183.91, 23]","[203.43, 35]","[204.56, 27]",194.15,101,18.55,-0.23
12:47:01,"[183.67, 12]","[182.06, 102]","[202.83, 54]","[203.64, 42]",193.25,210,19.17,0.09
12:47:02,"[182.53, 47]","[181.96, 182]","[199.19, 47]","[200.42, 55]",190.86,331,16.66,0.38
12:47:03,"[185.93, 56]","[182.54, 103]","[195.27, 30]","[197.32, 40]",190.6,229,9.34,0.39
12:47:04,"[187.0, 21]","[184.0, 28]","[190.0, 21]","[193.0, 21]",188.5,91,3.0,0.08
12:47:05,"[187.47, 66]","[183.19, 74]","[189.0, 39]","[193.0, 39]",188.23,218,1.53,0.28
12:47:06,"[184.69, 29]","[182.09, 94]","[188.43, 21]","[193.0, 21]",186.56,165,3.74,0.49
12:47:07,"[184.0, 32]","[182.0, 120]","[187.25, 24]","[193.0, 24]",185.62,200,3.25,0.52
12:47:08,"[182.86, 49]","[181.92, 98]","[185.25, 24]","[420.0, 32]",184.05,203,2.39,0.45
12:47:09,"[182.0, 52]","[181.0, 16]","[185.0, 12]","[434.5, 20]",183.5,100,3.0,0.36
12:47:10,"[181.91, 47]","[179.25, 32]","[184.0, 23]","[684.0, 40]",182.96,142,2.09,0.11
12:47:11,"[182.0, 136]","[181.0, 24]","[433.56, 16]","[684.0, 25]",307.78,201,251.56,0.59
12:47:12,"[182.02, 204]","[181.38, 58]","[681.68, 34]","[688.39, 46]",431.85,342,499.65,0.53
12:47:13,"[187.0, 8]","[182.56, 81]","[631.0, 23]","[665.42, 31]",409.0,143,444.0,0.24
12:47:14,"[186.0, 14]","[183.17, 54]","[395.97, 66]","[458.67, 48]",290.98,182,209.97,-0.25
12:47:15,"[183.25, 32]","[181.16, 38]","[373.06, 31]","[391.46, 24]",278.16,125,189.81,0.12
12:47:16,"[187.0, 68]","[182.54, 59]","[259.46, 67]","[385.27, 56]",223.23,250,72.46,0.02
12:47:17,"[187.0, 40]","[183.0, 40]","[218.08, 13]","[219.08, 38]",202.54,131,31.08,0.22
12:47:18,"[187.82, 22]","[186.6, 40]","[214.27, 15]","[214.52, 27]",201.04,104,26.45,0.19
12:47:19,"[188.0, 22]","[187.0, 44]","[210.41, 22]","[211.53, 30]",199.2,118,22.41,0.12
12:47:20,"[188.0, 20]","[187.0, 40]","[205.62, 16]","[206.92, 12]",196.81,88,17.62,0.36
12:47:21,"[187.69, 26]","[186.27, 44]","[201.73, 33]","[204.0, 11]",194.71,114,14.03,0.23
12:47:22,"[187.0, 48]","[183.35, 43]","[202.65, 34]","[204.0, 18]",194.82,143,15.65,0.27
12:47:23,"[187.0, 28]","[184.0, 21]","[200.29, 7]","[202.44, 16]",193.64,72,13.29,0.36
12:47:24,"[187.0, 52]","[184.0, 39]","[197.27, 22]","[197.76, 25]",192.14,138,10.27,0.32
12:47:25,"[187.0, 52]","[184.0, 39]","[193.38, 16]","[194.53, 19]",190.19,126,6.38,0.44
12:47:26,"[187.0, 44]","[184.0, 33]","[191.12, 32]","[192.73, 11]",189.06,120,4.12,0.28
12:47:27,"[187.0, 30]","[184.0, 62]","[189.35, 37]","[189.81, 43]",188.18,172,2.35,0.07
12:47:28,"[184.11, 27]","[183.06, 51]","[187.0, 13]","[189.0, 52]",185.56,143,2.89,0.09
12:47:29,"[184.0, 9]","[183.0, 36]","[188.56, 36]","[407.21, 24]",186.28,105,4.56,-0.14
12:47:30,"[182.94, 35]","[182.29, 56]","[205.39, 38]","[462.15, 26]",194.17,155,22.45,0.17
12:47:31,"[182.0, 44]","[181.0, 44]","[298.41, 17]","[443.17, 23]",240.21,128,116.41,0.38
12:47:32,"[182.8, 25]","[181.5, 40]","[279.8, 20]","[495.0, 30]",231.3,115,97.0,0.13
12:47:33,"[182.82, 22]","[181.9, 40]","[334.6, 15]","[435.32, 22]",258.71,99,151.78,0.25
12:47:34,"[183.83, 48]","[182.0, 56]","[313.75, 16]","[421.09, 23]",248.79,143,129.92,0.45
12:47:35,"[182.67, 24]","[181.5, 32]","[464.73, 15]","[594.4, 10]",323.7,81,282.07,0.38
12:47:36,"[182.0, 36]","[181.0, 36]","[343.09, 11]","[532.8, 15]",262.55,98,161.09,0.47
12:47:37,"[182.0, 32]","[181.0, 32]","[296.33, 9]","[486.53, 15]",239.17,88,114.33,0.45
12:47:38,"[182.0, 28]","[181.0, 28]","[346.27, 11]","[492.14, 14]",264.14,81,164.27,0.38
12:47:39,"[182.0, 28]","[181.0, 28]","[305.2, 10]","[358.55, 11]",243.6,77,123.2,0.45
12:47:40,"[181.61, 31]","[175.41, 37]","[290.0, 20]","[319.0, 40]",235.81,128,108.39,0.06
12:47:41,"[181.0, 40]","[134.55, 20]","[281.69, 32]","[293.85, 26]",231.34,118,100.69,0.02
12:47:42,"[184.33, 12]","[179.04, 27]","[288.0, 20]","[290.0, 10]",236.17,69,103.67,0.13
12:47:43,"[187.83, 46]","[185.13, 31]","[258.76, 33]","[253.97, 33]",223.29,143,70.93,0.08
12:47:44,"[188.0, 36]","[186.0, 18]","[200.89, 9]","[230.0, 24]",194.44,87,12.89,0.24
12:47:45,"[189.0, 16]","[186.0, 14]","[198.69, 13]","[207.5, 14]",193.85,57,9.69,0.05
12:47:46,"[189.0, 6]","[186.0, 12]","[195.12, 16]","[196.44, 16]",192.06,50,6.12,-0.28
12:47:47,"[183.51, 47]","[182.03, 115]","[192.33, 36]","[194.17, 36]",187.92,234,8.82,0.38
12:47:48,"[183.0, 56]","[181.0, 91]","[190.14, 21]","[193.43, 21]",186.57,189,7.14,0.56
12:47:49,"[183.0, 80]","[181.0, 130]","[186.3, 30]","[188.1, 30]",184.65,270,3.3,0.56
12:47:50,"[183.0, 28]","[181.0, 143]","[330.0, 37]","[500.36, 22]",256.5,230,147.0,0.49
12:47:51,"[183.9, 21]","[181.32, 31]","[409.62, 13]","[420.0, 24]",296.76,89,225.71,0.17
12:47:52,"[186.18, 33]","[183.86, 21]","[454.57, 28]","[649.0, 26]",320.38,108,268.39,0.0
12:47:53,"[187.0, 56]","[184.0, 30]","[195.0, 40]","[337.0, 20]",191.0,146,8.0,0.18
12:47:54,"[187.0, 80]","[184.0, 27]","[195.0, 36]","[427.33, 18]",191.0,161,8.0,0.33
12:47:55,"[187.0, 46]","[184.0, 21]","[512.14, 28]","[780.0, 14]",349.57,109,325.14,0.23
12:47:56,"[187.0, 30]","[184.0, 18]","[730.74, 19]","[761.08, 13]",458.87,80,543.74,0.2
12:47:57,"[187.0, 40]","[184.36, 22]","[350.35, 17]","[399.0, 22]",268.68,101,163.35,0.23
12:47:58,"[187.0, 40]","[186.0, 16]","[230.77, 13]","[231.45, 11]",208.88,80,43.77,0.4
12:47:59,"[187.0, 45]","[186.0, 18]","[228.55, 11]","[229.38, 16]",207.77,90,41.55,0.4
