timestamp,price,number
27109.345,293.0,4
27109.438,287.7,3
27112.569,289.0,2
27114.088,285.0,2
27114.646,285.0,1
27120.226,293.0,1
27122.954,290.0,4
27124.752,286.7,5
27126.519,283.0,1
27129.65,283.0,3
27129.712,284.0,2
27130.146,283.0,2
27130.208,284.0,3
27130.828,286.0,1
27132.44,284.0,5
27133.804,283.5,2
27135.85,285.0,2
27136.625,286.0,1
27137.834,287.0,1
27140.252,283.0,2
27140.624,282.0,1
27140.686,281.0,2
27143.879,279.0,4
27144.375,279.0,2
27145.212,280.0,1
27146.018,280.5,7
27151.66,291.0,2
27151.784,290.0,5
27151.908,286.0,3
27153.582,292.0,1
27154.574,286.0,1
27156.403,286.0,1
27160.03,290.0,1
27160.278,290.0,2
27160.712,286.0,2
27162.138,290.0,1
27163.347,290.5,2
27164.68,290.0,1
27167.036,285.0,2
27171.159,283.0,5
27172.802,283.0,5
27173.236,283.0,3
27173.949,279.5,3
27175.747,281.0,3
27179.622,287.7,3
27180.707,283.0,2
27180.862,283.0,3
27182.133,284.5,4
27185.915,285.0,4
27189.666,293.0,1
27190.813,288.0,4
27192.425,287.0,1
27192.642,287.0,3
27193.51,285.0,1
27193.541,284.0,3
27193.851,283.0,3
27194.533,285.0,2
27194.905,284.0,2
27195.742,286.0,3
27198.005,289.0,1
27200.95,288.3,4
27202.035,283.0,2
27203.43,279.7,4
27204.484,278.0,1
27204.763,281.0,2
27205.29,279.0,2
27206.716,281.5,2
27209.382,282.0,2
27211.552,284.0,5
27215.892,292.0,2
27216.853,292.0,1
27218.186,288.5,3
27218.62,289.0,1
27218.713,289.0,3
27219.054,277.0,1
27220.79,286.0,1
27222.309,284.0,1
27222.65,286.0,2
27223.921,289.5,4
27226.525,290.0,4
27230.214,289.0,2
27231.299,291.0,1
27233.376,292.0,3
27235.608,293.0,3
27237.003,289.5,2
27237.747,286.0,5
27238.863,287.0,1
27239.359,285.0,3
27240.165,285.0,4
27243.885,286.0,1
27246.241,284.5,5
27248.194,287.0,4
27249.062,287.0,1
27250.333,288.0,2
27250.829,288.0,4
27251.077,288.0,2
27251.17,285.0,4
27254.022,286.0,2
27254.642,288.0,3
27257.587,294.0,1
27257.928,292.5,4
27260.966,285.5,5
27261.307,285.0,4
27263.477,285.0,2
27263.756,285.5,3
27267.073,294.0,1
27268.809,284.5,3
27269.77,284.0,5
27274.327,286.0,1
27277.458,283.0,2
27277.675,283.5,4
27281.178,289.0,1
27281.209,289.0,1
27282.79,291.0,2
27285.394,290.0,3
27285.425,291.0,1
27285.952,286.0,3
27287.998,286.0,1
27289.796,284.0,1
27290.757,285.0,4
27292.09,284.0,1
27295.159,282.0,1
27295.438,282.0,1
27296.647,283.0,2
27300.336,279.3,5
27303.746,281.0,1
27304.8,275.0,2
27311.0,284.0,6
27311.31,280.0,1
27313.604,285.0,4
27314.72,284.0,3
27316.084,288.0,4
27316.115,288.0,1
27317.572,289.0,1
27318.223,287.0,2
27318.316,287.0,2
27326.283,283.0,5
27331.894,275.5,3
27332.483,273.0,1
27333.413,273.0,2
