Trade_time,Weighted_Avg_Price,Trade_Volume
07:30:05,345.0,1
07:30:11,346.6,5
07:30:16,345.0,2
07:30:18,347.0,3
07:30:21,350.33,6
07:30:22,350.0,1
07:30:23,350.0,2
07:30:24,350.83,6
07:30:26,352.0,9
07:30:28,356.0,1
07:30:33,359.0,3
07:30:34,361.0,1
07:30:35,358.0,3
07:30:38,361.0,3
07:30:41,360.0,5
07:30:42,363.0,1
07:30:45,363.0,5
07:30:46,363.0,6
07:30:54,366.0,1
07:30:55,358.75,4
07:30:57,357.14,7
07:31:00,357.0,2
07:31:05,355.29,7
07:31:06,355.0,2
07:31:07,355.0,2
07:31:11,359.67,9
07:31:12,357.75,8
07:31:13,354.0,3
07:31:14,356.0,1
07:31:15,355.0,3
07:31:17,358.0,4
07:31:18,355.0,1
07:31:19,355.0,1
07:31:21,354.0,1
07:31:22,361.0,1
07:31:23,356.0,7
07:31:25,348.0,2
07:31:27,351.0,4
07:31:28,360.22,9
07:31:33,359.0,1
07:31:34,358.0,6
07:31:37,357.0,1
07:31:41,352.5,6
07:31:42,357.0,2
07:31:44,356.0,1
07:31:47,351.75,4
07:31:50,355.75,4
07:31:54,350.33,3
07:31:56,353.0,1
07:31:57,354.0,6
07:32:00,351.29,7
07:32:01,352.0,2
07:32:03,352.0,1
07:32:04,353.0,3
07:32:09,356.4,5
07:32:13,364.0,4
07:32:14,359.12,8
07:32:17,356.0,2
07:32:19,354.4,5
07:32:22,351.0,3
07:32:25,348.0,1
07:32:26,349.43,7
07:32:30,352.0,3
07:32:31,353.0,1
07:32:32,361.0,4
07:32:35,363.0,2
07:32:39,358.0,2
07:32:40,356.67,6
07:32:41,358.0,3
07:32:43,356.0,5
07:32:51,364.0,2
07:32:52,363.0,5
07:32:53,363.0,4
07:32:57,355.2,5
07:32:58,351.2,5
07:32:59,350.0,4
07:33:00,353.5,2
07:33:01,352.62,8
07:33:05,347.0,2
07:33:09,345.0,4
07:33:10,348.5,6
07:33:11,348.33,6
07:33:12,351.5,2
07:33:13,354.0,1
07:33:15,353.0,1
