Trade_time,Weighted_Avg_Price,Trade_Volume
07:30:05,103.0,5
07:30:09,105.0,9
07:30:11,107.0,3
07:30:13,107.17,6
07:30:14,107.0,2
07:30:16,101.0,1
07:30:18,100.0,1
07:30:19,108.0,1
07:30:20,102.0,2
07:30:22,101.0,1
07:30:23,105.0,3
07:30:24,104.0,1
07:30:26,101.4,5
07:30:27,103.0,4
07:30:30,114.2,10
07:30:31,110.33,3
07:30:36,108.5,4
07:30:38,110.0,3
07:30:39,107.0,5
07:30:40,114.0,2
07:30:41,110.25,8
07:30:49,110.75,4
07:30:51,110.8,5
07:30:52,109.0,1
07:30:55,110.5,4
07:30:56,108.43,7
07:30:58,114.0,4
07:31:00,115.29,7
07:31:02,112.8,5
07:31:04,108.0,2
07:31:05,108.86,7
07:31:06,109.0,2
07:31:09,115.0,3
07:31:13,115.0,1
07:31:15,114.8,5
07:31:20,112.67,6
07:31:22,110.5,2
07:31:28,111.0,4
07:31:29,107.8,5
07:31:30,107.0,5
07:31:31,106.2,5
07:31:32,105.0,2
07:31:35,112.0,1
07:31:38,112.33,3
07:31:40,112.3,10
07:31:41,113.0,1
07:31:43,110.0,5
07:31:44,108.25,4
07:31:45,112.0,1
07:31:51,116.0,4
07:31:52,116.0,5
07:31:54,116.0,1
07:31:55,116.0,3
07:31:56,116.0,3
07:31:58,115.0,5
07:31:59,115.0,5
07:32:05,116.0,5
07:32:08,114.0,3
07:32:09,112.0,2
07:32:11,109.33,9
07:32:13,107.2,5
07:32:15,112.0,2
07:32:16,113.2,5
07:32:17,109.5,2
07:32:20,113.75,4
07:32:23,112.5,2
07:32:24,106.75,4
07:32:28,116.0,2
07:32:31,116.0,8
07:32:34,116.0,1
07:32:35,116.0,3
07:32:38,116.0,2
07:32:40,116.0,1
07:32:41,114.17,6
07:32:42,112.0,7
07:32:43,111.0,1
07:32:44,110.0,1
07:32:45,110.0,1
07:32:46,110.0,4
07:32:48,109.33,3
07:32:49,107.6,5
07:32:52,106.0,1
07:32:53,103.0,1
07:32:54,101.5,4
07:32:55,104.14,7
07:32:57,111.5,4
07:33:00,115.67,9
07:33:01,112.0,1
07:33:03,114.4,5
07:33:08,112.0,1
07:33:12,111.5,4
07:33:13,110.0,4
07:33:14,110.0,1
07:33:15,110.0,8
07:33:17,110.8,5
07:33:18,109.77,13
07:33:21,116.0,3
07:33:25,108.43,7
07:33:26,110.0,2
07:33:31,114.0,1
07:33:32,116.0,4
07:33:35,116.0,1
07:33:39,115.8,5
07:33:41,115.0,5
07:33:42,115.0,3
07:33:45,113.4,5
07:33:46,112.0,5
07:33:48,111.0,2
07:33:51,109.67,6
07:33:52,112.0,1
07:33:54,108.57,7
07:33:55,112.0,2
07:33:56,111.8,5
07:33:59,107.25,4
07:34:01,116.0,6
07:34:03,116.0,2
