,Future Buy Increase,Future Sell Decrease,Bid Ask Spread Threshold,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.01,0.97,0.85,65981.6521046172,52492,15069,5754,0.36535857026398094,0.3003271676172337,0.6856240938206142,0.020702318713543846
