,Future Buy Increase,Future Sell Decrease,Quantiles,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.01,0.97,0.8,65936.21980143782,52492,11296,6800,0.29589965643305505,0.3057386084990046,0.6789919469225583,0.02089832226722126
1,1.02,0.97,0.8,66008.84559734637,52492,8380,5648,0.24690635089964208,0.313027829418338,0.7076453511255602,0.02006164636591674
