Datetime,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Weighted_Avg_Bid_Price,Weighted_Avg_Ask_Price,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Trade_Volume
2025-01-02 07:30:00,261.8408928571429,60.42857142857143,270.01196428571427,38.517857142857146,254.5832142857143,48.589285714285715,274.21696428571425,39.839285714285715,265.9273214285714,8.171071428571429,109.01785714285714,78.35714285714286,5.4246054282854015,261.8408928571429,270.01196428571427,187.375,30.660714285714285,6.803571428571429,0.030178571428571433,264.3460416666667,2.48
2025-01-02 07:31:00,258.67923076923074,46.23076923076923,263.9648076923077,31.326923076923077,254.8278846153846,47.69230769230769,283.1301923076923,33.80769230769231,261.3223076923077,5.285576923076926,93.92307692307692,65.13461538461539,2.0218457973624675,258.67923076923074,263.9648076923077,159.05769230769232,28.78846153846154,-0.6153846153846154,0.14673076923076922,260.8226923076923,3.9615384615384617
2025-01-02 07:32:00,263.10316666666665,43.333333333333336,267.75016666666664,35.3,260.41700000000003,53.65,271.3326666666666,28.683333333333334,265.4266666666667,4.647,96.98333333333333,63.983333333333334,1.2329215380017842,263.10316666666665,267.75016666666664,160.96666666666667,33.0,0.65,0.16266666666666665,264.14283333333333,3.423076923076923
2025-01-02 07:33:00,263.01733333333334,33.43333333333333,267.20166666666665,35.266666666666666,260.7865,48.61666666666667,269.98833333333334,32.983333333333334,265.1093333333333,4.184333333333331,82.05,68.25,1.1908979627675262,263.01733333333334,267.20166666666665,150.3,13.8,0.9833333333333333,0.04116666666666667,263.029,3.185185185185185
2025-01-02 07:34:00,263.175,56.05,268.67633333333333,41.083333333333336,260.35516666666666,64.65,273.0133333333333,41.2,265.92516666666666,5.501333333333337,120.7,82.28333333333333,1.312682439157702,263.175,268.67633333333333,202.98333333333332,38.416666666666664,-0.025,0.1435,263.77933333333334,3.0
2025-01-02 07:35:00,260.81233333333336,57.416666666666664,265.49833333333333,34.65,257.55083333333334,56.56666666666667,281.20816666666667,34.2,263.15566666666666,4.6860000000000035,113.98333333333333,68.85,1.6074708313740336,260.81233333333336,265.49833333333333,182.83333333333334,45.13333333333333,1.075,0.18533333333333335,262.10183333333333,3.3333333333333335
2025-01-02 07:36:00,257.6411764705883,46.666666666666664,265.1313725490196,40.11764705882353,254.16705882352943,51.1764705882353,284.45529411764704,41.254901960784316,261.3862745098039,7.490196078431372,97.84313725490196,81.37254901960785,4.850481084925876,257.6411764705883,265.1313725490196,179.2156862745098,16.470588235294116,2.9901960784313726,0.01823529411764706,260.65921568627454,3.4
2025-01-02 07:37:00,260.84362068965515,66.6896551724138,265.52103448275864,40.87931034482759,257.39758620689656,45.01724137931034,280.61706896551726,36.8448275862069,263.18258620689653,4.677413793103448,111.70689655172414,77.72413793103448,1.6682988144255255,260.84362068965515,265.52103448275864,189.43103448275863,33.98275862068966,4.525862068965517,0.15758620689655173,261.8968965517241,4.16
2025-01-02 07:38:00,260.8471666666667,38.43333333333333,267.20799999999997,32.65,257.72133333333335,37.03333333333333,277.0688333333334,31.716666666666665,264.0266666666667,6.360833333333333,75.46666666666667,64.36666666666666,1.7633926324080185,260.8471666666667,267.20799999999997,139.83333333333334,11.1,-0.9083333333333333,0.03949999999999999,261.68533333333335,3.5
2025-01-02 07:39:00,262.353,45.95,267.3755,33.45,259.7968333333333,48.8,270.78333333333336,37.666666666666664,264.865,5.022499999999999,94.75,71.11666666666666,1.377235900590778,262.353,267.3755,165.86666666666667,23.633333333333333,0.4,0.12533333333333335,263.544,2.566666666666667
