,0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,-0.007851329155815545
234,0.02495285546890913
235,-0.002585646086369575
236,-0.007440378250979873
237,0.001899477546606354
238,0.004841255735659855
239,-0.000977062909801485
240,0.008228845271628593
241,-0.0034453010482099478
242,-0.00936468154959147
243,0.008301204008903218
244,0.006989531266264004
245,-0.005105651789769294
246,-0.00127457793024921
247,-0.009974546106963578
248,-0.006207852965373517
249,-0.011844704935206063
250,0.018170016162879055
251,0.0007124732458441141
252,-0.027393739010135643
253,0.022483432079264842
254,-0.00736377251480258
255,0.012638755426531922
256,-0.001899284279757607
257,-0.0044514231009222804
258,-0.006143807911104804
259,0.015145379685736593
260,-0.0038567206648488783
261,-0.00808292373896402
262,-0.016639965696162884
263,-0.008077771958391655
264,0.01000393453696935
265,0.019809694190064064
266,-0.01625556835268016
267,-0.020785129889167697
268,0.012099003393897245
269,0.0016778059594957373
270,0.012039031175625325
271,0.05972044971989221
272,-0.03263508887195299
273,-0.0067606677580865915
274,-0.024686933967701052
275,0.011596903718147145
276,-0.009747796035202483
277,-0.017711819421400987
278,0.020536495855366432
279,0.0021091363270848706
280,-0.0060035626010228604
281,0.005588571908918594
282,-0.024957031982123956
283,0.010479066461424491
284,0.015730767195005768
285,0.03887307275299445
286,-0.03469594781206575
287,-0.01843584829963041
288,0.015383110777905218
289,-0.006764034020750542
290,-0.007088060927258666
291,-0.006578765269076192
292,0.01877501582853558
293,0.0019708323056366606
294,-0.003968419527229261
295,-0.007102324159116269
296,0.008967579971553397
297,-0.0006916635970264373
298,-0.004533532239739402
299,0.007474415515498656
300,-0.005383061600008676
301,-0.016722297227892757
302,0.010443941253051259
303,0.01522463797247875
304,0.0031643620215784374
305,-0.01656049720487296
306,-0.02586917014180412
307,0.013707557537507187
308,0.007273037713998898
309,0.013810125713084709
310,-0.013647134817484363
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,-0.007765634869797089
413,0.011839358695923785
414,-0.008750184710207609
415,0.008998500474540982
416,-0.003933524538964006
417,0.004323537918778264
418,-0.014846908108751
419,0.0004128948171275848
420,0.006809952688436871
421,-0.046527370814374414
422,0.020135364204149964
423,0.03666619715968289
424,-0.01453395212472075
425,3.437832927311035e-05
426,0.0006875429488857332
427,-0.005324796827352207
428,0.00670026194974227
429,-0.0015438403382037613
430,0.0042263550752057455
431,-0.025867297055656935
432,0.008781144830923182
433,0.017235320916056507
434,-0.002259106365612773
435,-0.013242265035638523
436,0.012968007812744098
437,-0.019391756542153082
438,0.029680349776682657
439,-0.02590154731983718
440,0.014097731965590832
441,0.004404514482895694
442,-0.008325027758290249
443,0.006011174179320289
444,-0.007795305078939774
445,-0.030491717680226516
446,0.047122507181853956
447,0.02464877047887315
448,-0.034503304954840885
449,-0.010372839172869464
450,0.010690497542822364
451,0.009784974542496494
452,-0.026409088780467216
453,-0.002523297406671232
454,0.001194571367539643
455,0.02295051557037331
456,0.013241810756966288
457,-0.00301326256745027
458,0.0007810618483783394
459,-0.0032236071893211315
460,0.01586378017712997
461,-0.011259641622394012
462,0.0013218057473229905
463,-0.00544948210781937
464,0.0036415500621360675
465,0.003153601570031306
466,0.0015887453622975833
467,0.022308401980423165
468,-0.03347518817020845
469,0.02127943591228587
470,-0.029096900570805162
471,0.03472259077759077
472,-0.007257451671470627
473,0.020925488857099106
474,-0.05626707499439265
475,0.006856683377657324
476,0.014311348358492237
477,-0.0060663704834059695
478,-0.025065069861601508
479,0.03502960581261516
480,0.0002378598711967328
481,-0.0035670496099874383
482,-0.00450034388818088
483,-0.0124318934883767
484,-0.01054234399871945
485,0.059161452588063934
486,0.024023752253555797
487,-0.0428487062555063
488,0.008912869049148453
489,-0.01776865104121783
490,-0.019146194295993513
491,0.029418821767023928
492,-0.005094794924627166
493,-0.007121760293439916
494,0.008573255881193953
495,-0.013072297451151127
496,0.029098803338559076
497,-0.018639489420400168
498,-0.0028881021606415036
499,-0.010222826310194888
500,-0.024065199658988123
501,0.0203195446919473
502,0.021263286888894672
503,0.015031438119194274
504,0.004736160527028632
505,-0.006572812249394655
506,-0.009556877700832578
507,-0.009008069247314121
508,-0.019575739683072912
509,0.06444871447802325
510,0.056175208441588076
511,-0.02038541287780382
512,-0.03742579650487021
513,-0.020898099519629287
514,-0.009969525414606273
515,0.01594966832741651
516,0.00039913398750357487
517,-0.005120175870084176
518,-0.023092533457445663
519,0.019841207489196266
520,0.008754836835942692
521,-0.009576667451107856
522,-0.006815490142944691
523,0.002873360017716653
524,0.004415667049682215
525,-0.00896030528485603
526,0.017473109439746004
527,-0.02166599027170435
528,0.025547613726892848
529,-0.01847607731214873
530,0.014126350196315585
531,-0.00773124799330871
532,0.013500764366512152
533,-0.006793007355456071
534,-0.00497112545747036
535,0.005096550825334889
536,0.006838783418995575
537,-0.0071236654053100645
538,-0.019722291538683434
539,0.02318290622451835
540,0.0036265526634766676
541,-0.0017238468968008291
542,0.0004981222143567443
543,-0.00331916141434474
544,-0.011722356572112957
545,-0.003807779020266411
546,0.02039705463797037
547,-0.006000114327739836
548,0.0001333996246619673
549,0.0044419658616561275
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,-0.007524807441891768
568,-0.003400063223223948
569,-0.008845052464468983
570,0.0019760253795715332
571,-0.005216597713261217
572,-0.004636422132158646
573,0.0006103610674998983
574,0.012199775082257558
575,0.003488949441145417
576,-0.0017700169431403845
577,-0.003229676013413174
578,0.003113076279892102
579,-0.02606235343990282
580,0.08203513403919804
581,-0.011328766591305106
582,0.028205730827369768
583,-0.0023057061787656874
584,-0.04390966017131004
585,0.0452445004999491
586,-0.005099451878437522
587,-0.023839951515478908
588,0.046951631404770655
589,-0.009389092232902962
590,-0.05407216817623628
591,0.02056875871088959
592,0.02503268944018866
593,0.01879938823878824
594,-0.028642239405953895
595,0.0060716973873375935
596,-0.029488112162377345
597,0.0008619597549366365
598,0.04179980264374583
599,-0.018924679500891828
600,-0.014715567390193085
601,-0.02183798551310412
602,3.12245176454784e-05
603,0.017547631000319308
604,0.00058301674862693
605,-0.012696225989261567
606,0.0076411480256251
607,-0.03671380300849558
608,0.009568270904069642
609,-0.008780239263453393
610,0.05260445583993745
611,0.0110584131053999
612,-0.04251788163496717
613,-0.015753905059848416
614,-0.020533674520159972
615,-0.006933793451706971
616,-0.02294621897287863
617,0.03036289677878723
618,0.03311504621366557
619,0.04692998589322395
620,-0.01005505739201451
621,0.021317931563682002
622,-0.026202863885621652
623,-0.030882963596594704
624,-0.01208426224434589
625,-0.0029063161545545
626,0.011851333581417878
627,-0.010921137752298637
628,0.04557512397299601
629,0.007162728417264397
630,-0.024161845908098
631,0.007163298075182567
632,6.184652339791263e-05
633,-0.026654203114671038
634,0.06274200300070598
635,-0.015753390870514306
636,-0.05828200462754041
637,0.032798923491263565
638,-0.010710678423857423
639,0.025377894504374332
640,-0.0620284085787669
641,-0.005415141976761961
642,0.005708607233689378
643,-0.009515024070369527
644,0.005830108924629984
645,0.07828319653860838
646,-0.031703257290352393
647,0.01327945209774195
648,-0.02303565389370421
649,-0.0458830841527873
650,0.006445339878633494
651,-0.003251804270692271
652,0.005625997927219295
653,-0.016584947330970157
654,-0.0035008448045837914
655,0.008005914181205664
656,0.01243292786182204
657,-0.016947404826361923
658,0.02593567212353043
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,-0.007539901036019425
751,0.0043320613492923155
752,-0.006321893923892596
753,0.04373953744275605
754,-0.06717749155412456
755,0.03481647001036303
756,0.005262180649204584
757,0.003500662192307935
758,-0.01848552638898826
759,-0.00322198703955201
760,-0.0017661576824848924
761,0.007844931903428387
762,0.01351411974279304
763,-0.003954423392093953
764,0.016602332290839295
765,0.0007423271064752601
766,-0.04482909944869229
767,0.013168270472770915
768,0.01722951664020922
769,-0.0007207527002182079
770,0.0006557023266935413
771,0.008420253718057102
772,-0.0046135883222511165
773,-0.012827775106139083
774,0.02149211798736994
775,-0.01906540934904044
776,0.014882206697885758
777,-0.002178461828803324
778,-0.0342471939969885
779,0.05506510270788412
780,0.04413225582529856
781,-0.00033691024180015905
782,-0.05557828658718611
783,-0.025077336153939256
784,0.01949976408746701
785,-0.02940826495679949
786,0.007331021891208822
787,0.039626574626166366
788,0.05439661155851727
789,-0.03459654831216674
790,0.031798462737804734
791,-0.016571049054482034
792,-0.04737974229019326
793,0.044286133221995705
794,-0.020688375623568067
795,0.03130520132704695
796,-0.023330907483231744
797,0.011690664774929305
798,0.03861252258057424
799,-0.04245356825547797
800,0.00802956248909803
801,0.045856878481602026
802,-0.03993351906162468
803,-0.04650997020517611
804,0.025743388788604493
805,-0.023983984333655672
806,-0.0017598951790630535
807,0.010773875875377037
808,-0.003068510575695349
809,-0.00842387770182429
810,0.008789515270119841
811,-0.004988073060861908
812,-0.022982035950828372
813,0.07010144741318625
814,0.029858975698050738
815,-0.045832942599059456
816,0.04470757718514462
817,-0.03597030047345373
818,-0.009123615215531289
819,0.04273606632185967
820,-0.03608223576147995
821,-0.023565352090404112
822,0.013166984767119416
823,-0.0008621337736861578
824,-0.00019175059770759617
825,-0.03592816788491959
826,0.06767096519814708
827,0.0017700958725952454
828,0.004246923495189403
829,-0.05837204241186189
830,0.04025616344997429
831,0.01720625524152619
832,0.006939572454425891
833,-0.021320573199629322
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,-0.007766141284557326
881,-0.02901373987324296
882,0.06676046155329085
883,0.012207359012043506
884,0.02056767481299948
885,-0.04784851344423924
886,0.02725915123485878
887,0.020760367154607273
888,-0.051686400655692744
889,0.012255222574377944
890,0.05773056046056246
891,-0.025753641315317988
892,-0.05469297782074445
893,0.013082503031342618
894,-0.004778017690674763
895,0.005774123655108099
896,0.00041928465873808385
897,-0.0003223914867634958
898,-0.009997359153146146
899,0.007394573066485277
900,0.028585112481166908
901,-0.033543766460649826
902,0.03968487762605122
903,-0.021337712649415086
904,-0.012883553955960969
905,0.03497727747894719
906,0.002096554876742651
907,-0.044560067062324515
908,-0.01222334517703716
909,-0.017172244915793056
910,0.02023283666468112
911,0.02369231239666547
912,-0.009573483952010742
913,-0.010837660417306272
914,-0.0011186716944182606
915,-0.00299744504492927
916,0.003931520344159001
917,0.0010530753675004334
918,0.00677204120850039
919,0.006138737667962468
920,0.039268899052729234
921,-0.01089835251301341
922,-0.04050616761162318
923,-0.005396300919493946
924,-0.01157897952261766
925,0.0049536119696955705
926,-0.003397147665612943
927,0.012699181317038954
928,0.004025978944143027
929,-0.0097287810460156
930,-0.0051113224814890446
931,-0.01017508187052163
932,0.022413069386127304
933,-0.016350648201662432
934,-0.008009601122195509
935,0.015878277107274297
936,0.03574969241419845
937,-0.02690624242832662
938,-0.0059391849656666995
939,-0.008198574441840578
940,0.0020414864321389725
941,0.004508839009595089
942,-0.006683027607595982
943,-0.0009372325711108909
944,-0.0007370878428930583
945,-0.00046940189044952785
946,-0.035053952643054886
947,0.039977489144774614
948,-0.009092067239230506
949,0.003676943254555809
950,-0.008738559145861746
951,0.039432833403280076
952,-0.01412439109758501
953,0.0077093122647007295
954,-0.004793771177915129
955,-0.016034212238095424
956,-0.004392407818102351
957,0.014346724531496768
958,-0.007835536397174048
959,-0.003312899460062968
960,-0.00392825874270597
961,0.026257964836927217
962,-0.015995433891399458
963,0.0013685283767337353
964,-0.0188998810644474
965,0.0535789720702895
966,0.014930576629783587
967,0.0011756037892913795
968,-0.03252916086613611
969,0.023060378759465205
970,0.01641647110333677
971,0.014857955678218904
972,-0.008703439647413713
973,-0.004734850149514247
974,0.0003465637861685966
975,-0.010582280942164846
976,0.01629784889910213
977,-0.010586588197497915
978,0.008990417636488113
979,0.012926224694466804
980,-0.06253641610310834
981,0.00868956451187497
982,-0.019161989663943224
983,-0.0035399189055091984
984,0.001843275421010926
985,0.012210139326093161
986,-0.022440206344215174
987,0.00040569063898598934
988,0.001351753736116068
989,-0.008538300701061985
990,0.008067209374683415
991,0.0003714310274645083
992,0.0022615126258709317
993,0.003266742440270365
994,0.003222537483192456
995,0.0038479312573647118
996,-0.018565930968271527
997,0.0381739163575292
998,0.015735312397452184
999,-0.035170000976959215
1000,-0.0016356674969446594
1001,-0.024976437232642312
1002,0.009361758259814223
1003,0.03162988478169049
1004,0.05496425567002183
1005,-0.013391942054223449
1006,-0.08337238602475439
1007,0.03941983286217754
1008,0.0019214532522191519
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,-0.0077310645008232814
1046,-0.004776729426117399
1047,-0.006914189884068778
1048,0.0025686261396924426
1049,-0.008528913637673607
1050,0.006596216049945092
1051,-0.0026684860684674794
1052,-0.002574019890693391
1053,-0.0029541795180286767
1054,0.005074447705180063
1055,-0.0013215052351011058
1056,0.004037620941751641
1057,0.026122100188747277
1058,-0.0076733582810472045
1059,-0.027114210336321554
1060,0.05031587905635626
1061,-0.03796711729881053
1062,-0.004996488723599923
1063,0.000373225465204019
1064,0.011124752739609223
1065,-0.008117590649552864
1066,-0.006932748633492247
1067,0.03146624383871566
1068,-0.015187131193126757
1069,0.01508609060438948
1070,-0.0028402709527928227
1071,-0.002020349131048871
1072,-0.007102130981606836
1073,-0.016177659384418064
1074,-0.007950043458707423
1075,0.016335727563733693
1076,0.011625242079380316
1077,0.0021650932671082312
1078,0.0005650318155872025
1079,-0.018967704214254866
1080,0.01604995049928748
1081,-0.002899342683819861
1082,-0.0011697938623991266
1083,0.00023423277654410768
1084,-0.01669354061071604
1085,0.02150186340423832
1086,0.007860168569899129
1087,-0.011004335146075572
1088,-0.009089441696152556
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,-0.0076964545990845235
1112,0.033479266521958095
1113,0.040876008768280236
1114,-0.039485203191941265
1115,0.027426844961315755
1116,-0.061646118322819854
1117,0.0049950148509174674
1118,-0.02541050108961118
1119,0.005099776562524694
1120,0.011055055390079005
1121,-0.010070078322694243
1122,0.008527455957852093
1123,0.004691225121104425
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,-0.007494466248975651
1134,-0.0014553140622496352
1135,0.0018136969984348106
1136,0.035497035281540024
1137,-0.02578819405622368
1138,0.017401525555340358
1139,-0.030931899990050638
1140,0.03315438556190653
1141,-0.004310187425411782
1142,0.01930601925431996
1143,0.04284054419433625
1144,0.007104392207858412
1145,-0.03922649633922415
1146,0.001843252243368898
1147,0.019134553522329956
1148,-0.00749206547200898
1149,0.023555333003709045
1150,-0.04821823448523954
1151,-0.005943645396182307
1152,0.014431432530293886
1153,-0.021076889762906004
1154,-0.008133115596118845
1155,0.009343964478340405
1156,-0.038257883104640955
1157,0.036833123157779424
1158,0.04480841224302723
1159,-0.035300701994166905
1160,-0.006328487200695676
1161,0.004950001718106778
1162,-0.0034510712613380345
1163,-0.007964951516354013
1164,0.007806757811193554
1165,-0.015240657199940388
1166,-0.0034214642068876033
1167,0.0007379798947713123
1168,-0.02064819909779625
1169,0.03182173468588112
1170,-0.0017034129799897713
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,-0.007588777931631485
1188,0.07947387861134936
1189,-0.043487671262740224
1190,-0.0027535038421589997
1191,-0.007910169563394076
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,-0.007747628279699215
1198,0.004876896476550652
1199,0.03608123830652743
1200,-0.02214048111292699
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,-0.007570706491243917
1241,0.0042215733902504216
1242,-0.00927955803726943
1243,-0.022976151230981734
1244,0.006691416675975725
1245,0.011408448592434617
1246,0.0006951115060711555
1247,0.007009434677111681
1248,-0.0025922050836093558
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,-0.0074619123100693185
1339,0.006835038472325916
1340,0.011872505694203506
1341,-0.012064139672467444
1342,-0.03136609538624724
1343,0.056715282671761846
1344,-0.028858736554215336
1345,-0.004288952213773345
1346,-0.0016306686264581094
1347,-0.02037042424358615
1348,0.06949162093149153
1349,-0.0647998255745924
1350,0.01808517040686697
1351,0.03441563918459822
1352,0.0020308810339391137
1353,0.0023546239459624196
1354,-0.00502527429119437
1355,-0.015420935461623708
1356,0.01611776955329569
1357,-0.007886245663928926
1358,-0.011863180163687037
1359,-0.02669266451609631
1360,0.011082585422669933
1361,0.011920979047005176
1362,0.026620968282925928
1363,-0.020155526734241258
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,-0.007487328815768635
1453,0.004873022111743008
1454,-0.004605396410722551
1455,0.03155963804140405
1456,-0.007514861294201647
1457,0.0135274167593471
1458,-0.02766817570997926
1459,0.026754839017653298
1460,-0.003608440147444658
1461,-0.00219665248007217
1462,-0.024127122705799087
1463,0.012681912770379222
1464,-0.003582327930808704
1465,0.020151287088743475
1466,0.001865747739081991
1467,-0.004227064581096451
1468,-0.004605859574121296
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,-0.007595328211864483
1493,-0.01709900793419572
1494,0.027537231944447127
1495,0.0
1496,0.0
1497,0.0
1498,-0.007508348507677676
1499,0.03087888920947024
1500,-0.007852004913652455
1501,-0.010171144263763976
