,Future Buy Increase,Future Sell Decrease,Bid Ask Spread Threshold,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.03,0.99,51.1,64202.31344110562,52512,9383,1681,0.5053491969691977,0.3847994089535672,0.7436705384551324,0.0191342985496733
