,Future Buy Increase,Future Sell Decrease,Quantile Bid-Ask,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.01,0.97,0.85,19421.271730721142,10685,2001,2000,1.0517789700093805,0.4734717133093019,0.6126072155688207,0.06537654482160447
