,Future Buy Increase,Future Sell Decrease,Bid Ask Spread Threshold,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.01,0.97,0.85,69997.05201260264,52492,535,193,0.4296712088981931,0.32740775182428655,0.5890572902939241,0.024712487335713747
