,Predicted Train Time,Predicted Mid-Price,Buy/Sell,Trade_Action_Percentile,Trade_Action_Tighter
24479,14:18:00,292.9975122921759,Buy,Hold,Buy
24480,14:18:01,298.5040294192214,Hold,Hold,Hold
24481,14:18:02,302.7445129067157,Hold,Hold,Hold
24482,14:18:03,306.0100435121494,Hold,Hold,Hold
24483,14:18:04,308.52477801505995,Hold,Hold,Hold
24484,14:18:05,310.46133607689706,Hold,Hold,Hold
24485,14:18:06,311.95264942330635,Hold,Hold,Hold
24486,14:18:07,313.1010867157409,Hold,Hold,Hold
24487,14:18:08,313.98548047365233,Hold,Hold,Hold
24488,14:18:09,314.6665383983516,Hold,Hold,Hold
24489,14:18:10,315.1910105496375,Hold,Hold,Hold
24490,14:18:11,315.5948984239265,Hold,Hold,Hold
24491,14:18:12,315.90592621557903,Hold,Hold,Hold
24492,14:18:13,316.1454438969418,Hold,Hold,Hold
24493,14:18:14,316.3298927507905,Hold,Hold,Hold
24494,14:18:15,316.47193395414774,Hold,Hold,Hold
24495,14:18:16,316.58131768318793,Hold,Hold,Hold
24496,14:18:17,316.6655523974536,Hold,Hold,Hold
24497,14:18:18,316.7304202452558,Hold,Hold,Hold
24498,14:18:19,316.7803739693845,Hold,Hold,Hold
24499,14:18:20,316.81884255804397,Hold,Hold,Hold
24500,14:18:21,316.84846662190034,Hold,Hold,Hold
24501,14:18:22,316.8712796542976,Hold,Hold,Hold
24502,14:18:23,316.88884761694044,Hold,Hold,Hold
24503,14:18:24,316.90237643266505,Hold,Hold,Hold
24504,14:18:25,316.9127947639554,Hold,Hold,Hold
24505,14:18:26,316.92081775939596,Hold,Hold,Hold
24506,14:18:27,316.92699614382684,Hold,Hold,Hold
24507,14:18:28,316.93175402191093,Hold,Hold,Hold
24508,14:18:29,316.9354179900755,Hold,Hold,Hold
24509,14:18:30,316.9382395551669,Hold,Hold,Hold
24510,14:18:31,316.94041239870893,Hold,Hold,Hold
24511,14:18:32,316.9420856718412,Hold,Hold,Hold
24512,14:18:33,316.9433742335443,Hold,Hold,Hold
24513,14:18:34,316.9443665349389,Hold,Hold,Hold
24514,14:18:35,316.9451306908621,Hold,Hold,Hold
24515,14:18:36,316.9457191554939,Hold,Hold,Hold
24516,14:18:37,316.94617232298555,Hold,Hold,Hold
24517,14:18:38,316.94652130024673,Hold,Hold,Hold
24518,14:18:39,316.9467900422263,Hold,Hold,Hold
24519,14:18:40,316.94699699625926,Hold,Hold,Hold
24520,14:18:41,316.94715636835224,Hold,Hold,Hold
24521,14:18:42,316.9472790983307,Hold,Hold,Hold
24522,14:18:43,316.9473736107848,Hold,Hold,Hold
24523,14:18:44,316.94744639336074,Hold,Hold,Hold
24524,14:18:45,316.9475024420943,Hold,Hold,Hold
24525,14:18:46,316.94754560435524,Hold,Hold,Hold
24526,14:18:47,316.9475788429434,Hold,Hold,Hold
24527,14:18:48,316.94760443946495,Hold,Hold,Hold
24528,14:18:49,316.9476241509494,Hold,Hold,Hold
24529,14:18:50,316.94763933045806,Hold,Hold,Hold
24530,14:18:51,316.9476510199624,Hold,Hold,Hold
24531,14:18:52,316.9476600218685,Hold,Hold,Hold
24532,14:18:53,316.94766695409686,Hold,Hold,Hold
24533,14:18:54,316.9476722924985,Hold,Hold,Hold
24534,14:18:55,316.9476764035188,Hold,Hold,Hold
24535,14:18:56,316.94767956935186,Hold,Hold,Hold
24536,14:18:57,316.9476820073108,Hold,Hold,Hold
24537,14:18:58,316.9476838847452,Hold,Hold,Hold
24538,14:18:59,316.9476853305283,Hold,Hold,Hold
24539,14:19:00,316.94768644390354,Hold,Hold,Hold
24540,14:19:01,316.94768730129647,Hold,Hold,Hold
24541,14:19:02,316.9476879615615,Hold,Hold,Hold
24542,14:19:03,316.9476884700214,Hold,Hold,Hold
24543,14:19:04,316.94768886157846,Hold,Hold,Hold
24544,14:19:05,316.94768916311045,Hold,Hold,Hold
24545,14:19:06,316.9476893953156,Hold,Hold,Hold
24546,14:19:07,316.94768957413316,Hold,Hold,Hold
24547,14:19:08,316.9476897118378,Hold,Hold,Hold
24548,14:19:09,316.94768981788206,Hold,Hold,Hold
24549,14:19:10,316.947689899545,Hold,Hold,Hold
24550,14:19:11,316.94768996243243,Hold,Hold,Hold
24551,14:19:12,316.9476900108611,Hold,Hold,Hold
24552,14:19:13,316.9476900481552,Hold,Hold,Hold
24553,14:19:14,316.94769007687484,Hold,Hold,Hold
24554,14:19:15,316.9476900989914,Hold,Hold,Hold
24555,14:19:16,316.947690116023,Hold,Hold,Hold
24556,14:19:17,316.9476901291388,Hold,Hold,Hold
24557,14:19:18,316.94769013923906,Hold,Hold,Hold
24558,14:19:19,316.9476901470171,Hold,Hold,Hold
24559,14:19:20,316.9476901530068,Hold,Hold,Hold
24560,14:19:21,316.94769015761943,Hold,Hold,Hold
24561,14:19:22,316.9476901611716,Hold,Hold,Hold
24562,14:19:23,316.947690163907,Hold,Hold,Hold
24563,14:19:24,316.9476901660135,Hold,Hold,Hold
24564,14:19:25,316.9476901676357,Hold,Hold,Hold
24565,14:19:26,316.9476901688849,Hold,Hold,Hold
24566,14:19:27,316.9476901698469,Hold,Hold,Hold
24567,14:19:28,316.94769017058775,Hold,Hold,Hold
24568,14:19:29,316.94769017115823,Hold,Hold,Hold
24569,14:19:30,316.94769017159757,Hold,Hold,Hold
24570,14:19:31,316.9476901719359,Hold,Hold,Hold
24571,14:19:32,316.9476901721964,Hold,Hold,Hold
24572,14:19:33,316.9476901723971,Hold,Hold,Hold
24573,14:19:34,316.9476901725516,Hold,Hold,Hold
24574,14:19:35,316.94769017267055,Hold,Hold,Hold
24575,14:19:36,316.9476901727622,Hold,Hold,Hold
24576,14:19:37,316.9476901728327,Hold,Hold,Hold
24577,14:19:38,316.94769017288706,Hold,Hold,Hold
24578,14:19:39,316.9476901729289,Hold,Hold,Hold
24579,14:19:40,316.94769017296113,Hold,Hold,Hold
24580,14:19:41,316.947690172986,Hold,Hold,Hold
24581,14:19:42,316.94769017300507,Hold,Hold,Hold
24582,14:19:43,316.9476901730198,Hold,Hold,Hold
24583,14:19:44,316.9476901730311,Hold,Hold,Hold
24584,14:19:45,316.94769017303986,Hold,Hold,Hold
24585,14:19:46,316.94769017304657,Hold,Hold,Hold
24586,14:19:47,316.94769017305174,Hold,Hold,Hold
24587,14:19:48,316.9476901730557,Hold,Hold,Hold
24588,14:19:49,316.9476901730588,Hold,Hold,Hold
24589,14:19:50,316.9476901730612,Hold,Hold,Hold
24590,14:19:51,316.947690173063,Hold,Hold,Hold
24591,14:19:52,316.94769017306436,Hold,Hold,Hold
24592,14:19:53,316.94769017306544,Hold,Hold,Hold
24593,14:19:54,316.9476901730663,Hold,Hold,Hold
24594,14:19:55,316.9476901730669,Hold,Hold,Hold
24595,14:19:56,316.94769017306743,Hold,Hold,Hold
24596,14:19:57,316.9476901730678,Hold,Hold,Hold
24597,14:19:58,316.9476901730681,Hold,Hold,Hold
24598,14:19:59,316.94769017306834,Hold,Hold,Hold
24599,14:20:00,316.9476901730685,Hold,Hold,Hold
24600,14:20:01,316.9476901730686,Hold,Hold,Hold
24601,14:20:02,316.94769017306874,Hold,Hold,Hold
24602,14:20:03,316.9476901730688,Hold,Hold,Hold
24603,14:20:04,316.94769017306885,Hold,Hold,Hold
24604,14:20:05,316.9476901730689,Hold,Hold,Hold
24605,14:20:06,316.94769017306896,Hold,Hold,Hold
24606,14:20:07,316.94769017306896,Hold,Hold,Hold
24607,14:20:08,316.947690173069,Hold,Hold,Hold
24608,14:20:09,316.947690173069,Hold,Hold,Hold
24609,14:20:10,316.947690173069,Hold,Hold,Hold
24610,14:20:11,316.947690173069,Hold,Hold,Hold
24611,14:20:12,316.9476901730691,Hold,Hold,Hold
