DateTime_Minute,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price,Trade_Volume,Trade_Price_Mean
2025-05-19 07:30:00,128.75,2300.0,188.95,1539.0,125.11,3328.0,251.49,1662.0,158.85,60.2,5628.0,3201.0,27.27,8829,2427.0,233.5,0.24,125.6,137.0,77.0,130.24
2025-05-19 07:31:00,134.97,4666.0,167.05,1858.0,132.38,6550.0,234.85,1804.0,151.01,32.08,11216.0,3662.0,16.71,14878,7554.0,126.5,0.47,131.0,139.6,98.0,135.19
2025-05-19 07:32:00,136.55,2995.0,209.25,2309.0,133.89,3594.0,289.6,1897.0,172.9,72.7,6589.0,4206.0,22.63,10795,2383.0,-249.0,0.18,131.4,140.0,123.0,136.5
2025-05-19 07:33:00,135.64,2117.0,175.96,1746.0,132.53,3484.0,216.34,1695.0,155.8,40.33,5601.0,3441.0,16.24,9042,2160.0,133.5,0.17,130.43,140.0,106.0,134.63
2025-05-19 07:34:00,130.21,2683.0,179.31,1350.0,124.09,1924.0,239.61,1358.0,154.76,49.1,4607.0,2708.0,14.19,7315,1899.0,-176.0,0.16,125.0,140.0,89.0,134.05
2025-05-19 07:35:00,133.55,4055.0,175.06,1964.0,131.19,5838.0,268.96,1900.0,154.3,41.52,9893.0,3864.0,19.26,13757,6029.0,373.5,0.36,131.0,139.0,114.0,134.35
2025-05-19 07:36:00,135.25,2452.0,171.34,1695.0,127.79,1877.0,243.39,1596.0,153.29,36.08,4329.0,3291.0,13.69,7620,1038.0,-324.5,0.08,128.5,140.0,79.0,135.28
2025-05-19 07:37:00,133.04,2231.0,184.1,1866.0,128.4,2842.0,243.3,1895.0,158.57,51.07,5073.0,3761.0,14.44,8834,1312.0,73.5,0.1,130.0,138.0,103.0,134.02
2025-05-19 07:38:00,136.37,2908.0,182.45,1801.0,132.32,4101.0,229.96,2109.0,159.41,46.08,7009.0,3910.0,16.31,10919,3099.0,66.0,0.25,131.0,140.0,82.0,136.57
2025-05-19 07:39:00,131.97,2166.0,210.48,1276.0,123.6,2528.0,288.52,1269.0,171.23,78.52,4694.0,2545.0,24.31,7239,2149.0,-106.0,0.22,125.0,139.0,108.0,133.16
2025-05-19 07:40:00,131.91,1731.0,192.13,1015.0,123.19,2221.0,270.26,1149.0,162.02,60.22,3952.0,2164.0,25.97,6116,1788.0,-120.0,0.23,126.0,140.0,75.0,133.85
2025-05-19 07:41:00,136.14,3104.0,176.56,1956.0,132.93,4298.0,233.7,1972.0,156.35,40.42,7402.0,3928.0,15.84,11330,3474.0,100.5,0.23,132.0,140.0,111.0,136.31
2025-05-19 07:42:00,135.09,2665.0,183.68,2263.0,129.84,1740.0,248.39,2399.0,159.38,48.59,4405.0,4662.0,18.88,9067,-257.0,184.5,-0.11,125.0,139.0,100.0,135.02
2025-05-19 07:43:00,134.07,3153.0,210.05,2326.0,129.57,4176.0,259.31,2152.0,172.06,75.98,7329.0,4478.0,22.98,11807,2851.0,-221.0,0.16,130.43,140.0,105.0,135.04
2025-05-19 07:44:00,124.87,1644.0,178.35,1167.0,110.95,1750.0,225.6,1231.0,151.61,53.48,3394.0,2398.0,22.03,5792,996.0,110.5,0.12,125.4,140.0,84.0,131.55
2025-05-19 07:45:00,133.81,2533.0,189.52,1524.0,127.66,2581.0,272.33,1636.0,161.66,55.71,5114.0,3160.0,29.83,8274,1954.0,141.0,0.16,130.0,140.0,125.0,134.66
