DateTime_Minute,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price,Trade_Volume,Trade_Price_Mean
2025-05-23 07:30:00,123.52,1563.0,143.09,1263.0,119.11,1993.0,172.8,1187.0,133.3,19.57,3556.0,2450.0,11.83,6006,1106.0,46.0,0.16,119.0,133.0,90.0,125.87
2025-05-23 07:31:00,127.92,2610.0,176.8,1338.0,121.19,2369.0,247.35,1433.0,152.36,48.88,4979.0,2771.0,22.57,7750,2208.0,138.0,0.27,122.0,134.5,101.0,128.95
2025-05-23 07:32:00,117.56,1529.0,158.85,1423.0,98.25,1032.0,245.09,1593.0,138.2,41.3,2561.0,3016.0,22.16,5577,-455.0,81.0,-0.08,120.0,133.0,88.0,125.99
2025-05-23 07:33:00,125.72,1673.0,167.11,1564.0,120.83,2897.0,210.62,1306.0,146.42,41.39,4570.0,2870.0,14.11,7440,1700.0,161.0,0.11,118.0,133.0,58.0,128.28
2025-05-23 07:34:00,125.89,2606.0,160.04,1760.0,118.44,2486.0,199.32,1596.0,142.96,34.15,5092.0,3356.0,7.98,8448,1736.0,53.0,0.16,118.0,134.0,98.0,127.07
2025-05-23 07:35:00,129.92,3326.0,164.44,1492.0,126.42,3116.0,233.16,1272.0,147.18,34.52,6442.0,2764.0,13.83,9206,3678.0,26.5,0.34,126.0,134.0,115.0,130.22
2025-05-23 07:36:00,130.72,2423.0,194.85,1021.0,128.55,1643.0,285.32,1208.0,162.78,64.13,4066.0,2229.0,23.81,6295,1837.0,-123.0,0.24,127.25,134.25,102.0,131.02
2025-05-23 07:37:00,130.86,2515.0,218.19,1667.0,128.87,3857.0,295.08,1551.0,174.53,87.33,6372.0,3218.0,22.83,9590,3154.0,84.0,0.3,129.0,134.0,101.0,131.56
2025-05-23 07:38:00,129.31,2327.0,187.88,1876.0,125.78,2448.0,230.96,1774.0,158.6,58.57,4775.0,3650.0,8.97,8425,1125.0,168.0,0.07,118.0,134.0,83.0,130.12
2025-05-23 07:39:00,130.69,3085.0,197.94,1686.0,128.87,4140.0,271.96,1574.0,164.32,67.24,7225.0,3260.0,23.7,10485,3965.0,90.5,0.34,127.0,135.0,120.0,131.36
2025-05-23 07:40:00,128.03,1223.0,185.86,871.0,123.67,879.0,291.01,688.0,156.94,57.83,2102.0,1559.0,15.9,3661,543.0,-84.0,0.08,118.0,135.0,40.0,126.94
2025-05-23 07:41:00,130.46,2628.0,225.21,1437.0,128.67,2293.0,274.16,1547.0,177.83,94.75,4921.0,2984.0,24.24,7905,1937.0,86.5,0.21,127.4,134.0,99.0,130.85
2025-05-23 07:42:00,128.97,1320.0,176.95,1496.0,124.42,1746.0,226.88,1528.0,152.96,47.97,3066.0,3024.0,19.25,6090,42.0,-45.5,-0.01,126.0,133.71,81.0,129.97
2025-05-23 07:43:00,126.75,2529.0,180.87,1755.0,118.36,3602.0,215.7,1796.0,153.81,54.12,6131.0,3551.0,22.32,9682,2580.0,337.5,0.19,124.0,134.0,80.0,129.4
2025-05-23 07:44:00,131.27,4338.0,186.23,2131.0,128.28,2755.0,260.36,1803.0,158.75,54.96,7093.0,3934.0,20.51,11027,3159.0,-331.5,0.18,126.38,134.0,104.0,131.48
2025-05-23 07:45:00,128.55,1731.0,188.31,1601.0,122.24,2856.0,253.98,1738.0,158.43,59.77,4587.0,3339.0,17.12,7926,1248.0,-17.0,0.11,126.0,135.0,92.0,129.61
