DateTime_Minute,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price,Trade_Volume,Trade_Price_Mean
2025-06-27 07:30:00,105.4,1679.0,153.34,1405.0,102.19,2850.0,191.29,1732.0,129.37,47.94,4529.0,3137.0,11.15,7666,1392.0,176.0,0.18,101.0,112.0,69.0,106.15
2025-06-27 07:31:00,110.16,3077.0,151.57,1539.0,107.2,3356.0,204.83,1512.0,130.86,41.41,6433.0,3051.0,11.61,9484,3382.0,-149.5,0.31,104.5,113.0,92.0,110.32
2025-06-27 07:32:00,107.35,2505.0,156.16,2034.0,101.1,2629.0,281.47,2014.0,131.75,48.81,5134.0,4048.0,12.53,9182,1086.0,7.0,0.08,100.0,113.0,92.0,107.96
2025-06-27 07:33:00,108.36,2481.0,167.29,1328.0,105.9,3975.0,233.95,1294.0,137.83,58.92,6456.0,2622.0,20.07,9078,3834.0,-82.5,0.36,106.0,113.0,83.0,108.93
2025-06-27 07:34:00,107.61,2492.0,169.75,1648.0,104.23,2242.0,246.92,1761.0,138.68,62.14,4734.0,3409.0,26.36,8143,1325.0,-51.0,0.13,105.5,113.0,97.0,107.95
2025-06-27 07:35:00,109.13,2608.0,149.22,1100.0,107.05,2782.0,184.59,1083.0,129.17,40.09,5390.0,2183.0,10.3,7573,3207.0,453.0,0.37,105.0,113.0,99.0,109.42
2025-06-27 07:36:00,107.76,2037.0,144.85,1289.0,103.27,2311.0,212.19,1180.0,126.3,37.1,4348.0,2469.0,5.57,6817,1879.0,-363.0,0.25,99.0,112.0,85.0,108.3
2025-06-27 07:37:00,109.21,3049.0,180.65,1009.0,107.17,3320.0,236.24,1260.0,144.93,71.44,6369.0,2269.0,15.45,8638,4100.0,173.5,0.46,107.0,112.0,83.0,109.45
2025-06-27 07:38:00,108.76,3354.0,182.42,2194.0,106.82,3880.0,287.73,2127.0,145.59,73.66,7234.0,4321.0,26.5,11555,2913.0,165.5,0.18,105.0,112.0,90.0,108.56
2025-06-27 07:39:00,106.66,3263.0,145.04,2013.0,103.56,3042.0,209.75,1961.0,125.85,38.37,6305.0,3974.0,16.79,10279,2331.0,-143.0,0.16,98.0,112.0,113.0,107.25
2025-06-27 07:40:00,109.34,3552.0,154.84,1622.0,107.65,3191.0,228.22,1831.0,132.09,45.5,6743.0,3453.0,13.52,10196,3290.0,12.0,0.3,103.56,112.0,92.0,109.59
