DateTime_Minute,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price,Trade_Volume,Trade_Price_Mean
2025-04-23 07:30:00,179.9,1181.0,184.9,1046.0,177.17,2227.0,187.58,1172.0,182.4,5.0,3408.0,2218.0,1.63,5626,1190.0,251.75,0.22,176.0,184.0,56.0,180.75
2025-04-23 07:31:00,176.83,1671.0,204.92,840.0,172.66,1681.0,232.05,773.0,190.88,28.09,3352.0,1613.0,7.28,4965,1739.0,426.75,0.29,174.0,187.0,68.0,180.04
2025-04-23 07:32:00,181.09,2330.0,229.23,1036.0,179.55,2428.0,279.19,928.0,205.16,48.13,4758.0,1964.0,10.86,6722,2794.0,-27.25,0.38,179.0,186.0,66.0,181.26
2025-04-23 07:33:00,178.0,2001.0,219.34,1292.0,174.04,2565.0,290.4,1299.0,198.67,41.34,4566.0,2591.0,11.29,7157,1975.0,97.38,0.16,175.0,183.0,67.0,179.9
2025-04-23 07:34:00,179.83,2296.0,232.85,1049.0,174.99,2160.0,356.58,1212.0,206.34,53.03,4456.0,2261.0,26.14,6717,2195.0,100.75,0.28,177.0,185.0,86.0,180.96
2025-04-23 07:35:00,181.28,1507.0,239.77,770.0,179.12,997.0,324.86,856.0,210.52,58.5,2504.0,1626.0,25.04,4130,878.0,459.0,0.18,174.8,183.71,40.0,180.7
2025-04-23 07:36:00,179.87,1982.0,214.44,1529.0,178.06,2063.0,275.46,1787.0,197.15,34.56,4045.0,3316.0,15.04,7361,729.0,377.75,0.05,175.0,184.0,93.0,180.74
2025-04-23 07:37:00,178.42,2563.0,183.22,1251.0,173.12,2108.0,207.05,1660.0,180.82,4.8,4671.0,2911.0,1.38,7582,1760.0,19.38,0.21,175.0,183.83,91.0,178.85
2025-04-23 07:38:00,173.96,2956.0,213.11,1823.0,169.71,2007.0,270.66,2138.0,193.53,39.14,4963.0,3961.0,13.02,8924,1002.0,-77.62,0.05,171.0,183.0,98.0,176.34
2025-04-23 07:39:00,179.99,1514.0,243.75,1269.0,176.56,1868.0,313.75,1394.0,211.87,63.76,3382.0,2663.0,25.14,6045,719.0,100.0,0.05,175.5,185.0,62.0,180.89
