DateTime_Minute,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price,Trade_Volume,Trade_Price_Mean
2025-06-20 07:30:00,108.25,2193.0,159.68,1589.0,101.55,1991.0,183.45,2255.0,133.96,51.43,4184.0,3844.0,17.57,8028,340.0,163.0,0.03,100.17,112.0,67.0,108.52
2025-06-20 07:31:00,108.69,3388.0,145.44,1960.0,106.18,3295.0,221.56,1773.0,127.07,36.75,6683.0,3733.0,10.47,10416,2950.0,-63.0,0.24,102.71,112.0,119.0,109.77
2025-06-20 07:32:00,106.62,2307.0,163.38,1698.0,99.31,1674.0,226.05,1769.0,135.0,56.76,3981.0,3467.0,22.03,7448,514.0,-103.0,0.06,99.0,112.0,100.0,107.64
2025-06-20 07:33:00,104.51,1199.0,203.12,1192.0,95.97,1220.0,245.26,1131.0,153.82,98.6,2419.0,2323.0,26.82,4742,96.0,-101.0,0.02,98.0,112.0,101.0,106.95
2025-06-20 07:34:00,110.87,4975.0,176.08,1729.0,109.0,2075.0,301.43,1784.0,143.47,65.21,7050.0,3513.0,27.44,10563,3537.0,60.5,0.27,101.53,112.0,107.0,111.01
2025-06-20 07:35:00,110.89,4246.0,175.87,1737.0,109.14,4580.0,232.86,1953.0,143.38,64.98,8826.0,3690.0,24.1,12516,5136.0,232.0,0.33,106.0,112.0,102.0,110.8
2025-06-20 07:36:00,108.81,3506.0,154.74,1862.0,105.06,2682.0,230.54,1999.0,131.78,45.93,6188.0,3861.0,15.35,10049,2327.0,-328.0,0.2,101.33,112.0,119.0,109.06
2025-06-20 07:37:00,109.54,3432.0,161.13,1320.0,106.42,2491.0,212.02,1465.0,135.33,51.59,5923.0,2785.0,11.3,8708,3138.0,48.0,0.33,104.0,112.0,96.0,110.14
2025-06-20 07:38:00,106.67,1843.0,189.45,1352.0,96.67,1525.0,278.12,1240.0,148.06,82.78,3368.0,2592.0,31.74,5960,776.0,277.5,0.11,100.43,112.0,104.0,107.82
2025-06-20 07:39:00,107.76,3340.0,164.91,1799.0,101.16,1886.0,244.08,1853.0,136.34,57.15,5226.0,3652.0,22.26,8878,1574.0,-2.5,0.1,99.83,112.0,117.0,108.04
2025-06-20 07:40:00,108.5,3497.0,147.55,2064.0,104.14,2341.0,208.12,2070.0,128.02,39.05,5838.0,4134.0,11.27,9972,1704.0,30.0,0.11,104.0,112.0,128.0,109.52
2025-06-20 07:41:00,110.04,3668.0,198.23,1816.0,106.39,4617.0,261.12,1734.0,154.13,88.19,8285.0,3550.0,18.58,11835,4735.0,-75.5,0.35,107.4,112.0,108.0,110.18
