DateTime_Minute,Bid1_Price,Bid1_Volume,Ask1_Price,Ask1_Volume,Bid2_Price,Bid2_Volume,Ask2_Price,Ask2_Volume,Mid-Price,Bid_Ask_Spread,Market_Depth_Bid,Market_Depth_Ask,Historical_Volatility,Total_volume,Cumulative_Volume_Difference,Total_Volume_Change_Corrected,Order_imbalance,Weighted_Avg_Price,Weighted_Avg_Price,Trade_Volume,Trade_Price_Mean
2025-03-06 07:30:00,209.96,2432.0,215.34,1653.0,202.03,2337.0,217.75,1543.0,212.65,5.37,4769.0,3196.0,5.76,7965,1573.0,397.0,0.13,203.0,217.0,74.0,211.29
2025-03-06 07:31:00,212.62,3567.0,217.36,1942.0,209.94,2203.0,223.69,1616.0,214.99,4.74,5770.0,3558.0,1.08,9328,2212.0,-104.5,0.19,209.25,217.0,96.0,213.67
2025-03-06 07:32:00,208.53,2203.0,213.5,1543.0,203.72,3397.0,219.81,2178.0,211.01,4.97,5600.0,3721.0,1.56,9321,1879.0,27.0,0.17,205.0,216.0,81.0,211.43
2025-03-06 07:33:00,208.12,3988.0,212.68,1506.0,206.05,4669.0,253.12,1718.0,210.4,4.57,8657.0,3224.0,1.42,11881,5433.0,28.0,0.46,202.0,217.0,97.0,210.31
2025-03-06 07:34:00,210.79,2368.0,214.93,1606.0,207.44,3919.0,228.41,1816.0,212.86,4.15,6287.0,3422.0,1.49,9709,2865.0,59.0,0.25,203.6,216.0,96.0,210.95
2025-03-06 07:35:00,213.03,4812.0,218.34,1949.0,210.85,3302.0,225.88,2742.0,215.69,5.32,8114.0,4691.0,1.08,12805,3423.0,-190.0,0.24,210.0,216.0,69.0,212.45
2025-03-06 07:36:00,212.95,3410.0,217.18,1791.0,210.71,3873.0,220.4,2520.0,215.07,4.23,7283.0,4311.0,1.1,11594,2972.0,-113.5,0.21,210.0,216.0,102.0,213.43
2025-03-06 07:37:00,207.94,3712.0,225.01,1940.0,201.95,3295.0,271.46,2208.0,216.47,17.08,7007.0,4148.0,11.8,11155,2859.0,207.5,0.22,204.0,215.2,118.0,209.75
2025-03-06 07:38:00,207.56,3682.0,231.92,1326.0,201.96,2765.0,273.09,1745.0,219.74,24.36,6447.0,3071.0,10.54,9518,3376.0,-255.0,0.25,204.0,214.0,100.0,209.08
2025-03-06 07:39:00,205.71,2746.0,217.46,1719.0,200.73,3169.0,231.83,2335.0,211.59,11.75,5915.0,4054.0,5.27,9969,1861.0,-15.0,0.15,200.0,216.5,102.0,208.72
2025-03-06 07:40:00,204.32,1158.0,253.4,1472.0,183.55,1250.0,323.99,1542.0,228.86,49.08,2408.0,3014.0,20.88,5422,-606.0,-69.0,-0.08,201.67,216.0,106.0,208.29
2025-03-06 07:41:00,211.02,3966.0,258.48,1626.0,207.22,6716.0,329.57,1467.0,234.75,47.47,10682.0,3093.0,17.83,13775,7589.0,382.5,0.41,204.0,216.17,93.0,212.01
2025-03-06 07:42:00,201.64,2670.0,223.74,1268.0,181.57,3813.0,253.58,1396.0,212.69,22.09,6483.0,2664.0,15.66,9147,3819.0,-88.0,0.35,202.0,216.0,102.0,207.49
2025-03-06 07:43:00,212.47,2976.0,249.66,1607.0,210.97,2885.0,309.47,1519.0,231.07,37.18,5861.0,3126.0,11.99,8987,2735.0,149.0,0.26,209.0,218.0,91.0,213.15
2025-03-06 07:44:00,210.89,2716.0,256.65,1679.0,201.56,2556.0,288.24,1690.0,233.77,45.76,5272.0,3369.0,12.32,8641,1903.0,-86.0,0.16,203.0,216.0,80.0,211.78
2025-03-06 07:45:00,208.11,2273.0,250.32,1104.0,199.66,1912.0,269.89,1065.0,229.22,42.21,4185.0,2169.0,24.81,6354,2016.0,11.0,0.26,202.5,216.0,88.0,212.21
2025-03-06 07:46:00,207.22,2696.0,275.26,1345.0,205.06,1931.0,356.81,1654.0,241.24,68.04,4627.0,2999.0,27.89,7626,1628.0,134.5,0.16,204.0,218.0,94.0,212.58
