,ARIMA Forecast Average Mid-Price,Actual Mid-Price,ARIMA Forecast Average Bid-Ask Spread,Actual Bid-Ask Spread,RSI,True Trading Signals,ARIMA Trading Signal
19,140.5465448393618,146.31,53.938727095111155,64.35,146.31,Hold,Hold
20,140.39237192871587,137.68,55.02535219843365,48.74,137.68,Buy,Hold
21,140.51044388649618,138.37,53.86286454802248,50.56,138.37,Hold,Hold
22,142.14952452189837,162.37,57.18943164641954,98.19,162.37,Sell,Hold
23,142.34095315423443,149.63,57.14019397261552,70.88,149.63,Hold,Hold
24,139.58969890040214,126.99,54.77018317605426,26.43,126.99,Buy,Hold
25,143.56723241827916,142.0,55.40262598832065,60.12,142.0,Hold,Hold
26,140.1088664604386,138.39,52.883898079146626,51.01,138.39,Hold,Hold
27,140.63462897241055,143.54,58.36746483987453,62.48,143.54,Hold,Hold
28,144.09558441073045,160.75,62.28805914499517,93.71,160.75,Sell,Hold
29,140.027159591273,141.36,58.7449815420317,62.59,141.36,Hold,Hold
30,145.91849037263063,146.15,62.51225105512667,66.16,146.15,Hold,Hold
31,144.8529584783348,144.03,57.848292712087115,58.95,144.03,Hold,Hold
32,146.37892345258143,141.11,60.07084199959608,53.36,141.11,Hold,Hold
33,146.00815596849185,133.05,56.286787379543,38.14,133.05,Buy,Hold
34,145.07406663417868,149.4,60.97566635039086,73.59,149.4,Sell,Hold
35,144.53619550252733,140.66,60.16610339783615,51.98,140.66,Hold,Hold
36,145.0604833907714,140.14,60.753354105242046,52.73,140.14,Hold,Hold
37,144.75062071803202,142.46,59.388932839001015,58.33,142.46,Hold,Hold
38,143.32858990858273,143.67,60.359251630980225,58.68,143.67,Hold,Hold
39,142.46163758772806,134.86,58.45682361692995,42.52,134.86,Buy,Hold
40,140.9221889010517,136.38,52.59481786472619,43.29,136.38,Hold,Hold
41,139.99798468764303,132.85,49.840752601474314,35.57,132.85,Hold,Hold
42,135.29142572876833,129.22,42.76634010491588,30.94,129.22,Hold,Hold
43,141.3084358576632,146.34,53.59741894032769,64.72,146.34,Hold,Hold
44,141.78463480235362,146.22,52.398489495655284,61.33,146.22,Hold,Hold
45,135.67632429185,130.71,46.95223386481897,31.93,130.71,Hold,Hold
46,153.70292738849736,169.02,75.17779968003819,106.23,169.02,Sell,Hold
47,151.50385551967375,139.17,71.49687061314472,51.58,139.17,Buy,Hold
48,141.41846598597263,137.73,54.70583808916289,48.62,137.73,Hold,Hold
49,141.3647970267701,135.03,54.274136770634094,41.98,135.03,Hold,Hold
50,140.46967542608,144.65,52.938850832444146,64.05,144.65,Sell,Hold
51,140.93575691724553,138.03,53.9505373184295,53.45,138.03,Hold,Hold
52,140.2598399431667,147.73,53.42828036834375,67.14,147.73,Hold,Hold
