,ARIMA Forecast Average Mid-Price,Actual Mid-Price,ARIMA Forecast Average Bid-Ask Spread,Actual Bid-Ask Spread,ARIMA Trading Signal,True Trading Signals,Correct Prediction
8164,136.67722512078825,140.47,53.06113404567678,64.26,Hold,Hold,True
8165,132.95880624451607,127.67,50.93079546518673,37.9,Buy,Buy,True
8166,132.09884622951202,122.43,50.92099654859411,31.22,Hold,Hold,True
8167,131.8982753899818,128.82,47.86457559889855,43.0,Buy,Hold,False
8168,134.32963583608515,144.78,50.81351202131306,74.14,Hold,Sell,False
8169,133.06059360905536,133.63,49.94715140063643,48.82,Hold,Buy,False
8170,132.20080792743698,140.68,49.121843510129835,67.34,Hold,Hold,True
8171,133.8857519667682,133.44,50.75115973195622,51.11,Hold,Hold,True
8172,130.60975907529308,124.11,50.162962985936666,36.68,Buy,Hold,False
8173,133.21069287636118,140.07,50.542141677126246,62.98,Sell,Hold,False
8174,139.84133350875518,158.56,56.18517214106207,101.39,Hold,Sell,False
8175,134.9027029180241,142.76,57.42076822472209,69.3,Buy,Hold,False
8176,142.3820705192104,126.07,53.00094684072202,40.84,Hold,Buy,False
8177,142.7197745731506,144.2,60.95787775536595,71.09,Sell,Sell,True
8178,143.3030166871074,140.61,60.03445299389479,64.48,Hold,Hold,True
8179,142.92268082269294,135.58,59.974912271374535,54.79,Hold,Hold,True
8180,138.58001899199442,131.15,55.652975320176914,45.64,Buy,Buy,True
8181,138.640339666282,134.55,56.505091779893995,57.42,Buy,Hold,False
8182,129.61539229020983,141.14,58.30051620776062,65.4,Hold,Sell,False
8183,130.34072394646213,131.56,56.093719180992935,46.34,Buy,Hold,False
8184,129.20819977602835,126.69,54.301726609695514,37.51,Sell,Buy,False
8185,129.17043535290443,130.83,55.91845106109895,47.16,Buy,Hold,False
8186,136.4143818834954,134.97,56.78053341221113,56.24,Buy,Hold,False
8187,130.97442507807608,130.51,56.410942540910845,44.29,Sell,Hold,False
8188,135.0842216192088,134.49,56.313834215858606,51.5,Hold,Hold,True
8189,130.8799687047062,132.01,51.019462266211,46.66,Buy,Hold,False
8190,131.96112181980635,131.93,56.93711565854576,55.64,Buy,Hold,False
8191,132.76304813366565,126.34,51.7252355321477,39.14,Hold,Hold,True
8192,134.60445673472745,143.29,54.79876959042357,69.9,Hold,Sell,False
8193,134.0481225106757,133.32,57.218337833263305,50.53,Sell,Hold,False
8194,131.40357948954164,121.05,51.775122350249966,29.8,Buy,Buy,True
8195,131.86958736307224,135.56,51.09564080108332,53.07,Hold,Hold,True
8196,128.9204806173187,133.38,50.31788225469878,51.35,Hold,Hold,True
8197,132.8013326469878,137.52,51.08952986779283,57.56,Hold,Sell,False
8198,131.18713132523888,138.81,51.30374246747682,63.54,Buy,Hold,False
8199,132.0112879840384,127.51,50.490414490227664,43.53,Sell,Buy,False
8200,132.7379149881157,129.05,50.6080980468936,45.07,Hold,Hold,True
8201,133.73740165218715,133.76,50.14461137565395,48.75,Buy,Sell,False
8202,133.40109759132088,119.44,48.16309725423107,27.46,Hold,Buy,False
8203,132.8035460437909,142.64,50.19956960434489,68.18,Buy,Sell,False
8204,132.9490164995173,120.53,50.537853438674716,28.98,Hold,Buy,False
8205,127.02442244208552,120.27,37.05261942491944,22.72,Hold,Hold,True
8206,126.53935738123899,139.37,47.69762514464989,60.57,Hold,Sell,False
8207,130.4317114958782,136.84,49.318274423071514,60.98,Sell,Hold,False
8208,131.30390228539022,129.39,47.45704086240655,39.05,Buy,Buy,True
