,Future Buy Increase,Future Sell Decrease,Bid Ask Spread Threshold,Profit/Loss,Number of Transactions,Number of Buy Signals,Number of Sell Signals,Sortino Ratio,Sharpe Ratio,Max Drawdown,Calmar Ratio
0,1.01,0.97,0.85,6869.102787865144,10661,4407,1879,0.6069803483260064,0.46293453516299304,0.5622437757783626,0.030917660313792273
